Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12840,Tracy Gonzalez,XXXXX340A,1986-09-17T00:00:00Z,2006-11-13T00:00:00Z,Centre for Language Studies,LAM4201HM,"[('Tracy Gonzalez', 'Staff')]","[('Centre for Language Studies', 'Department')]","[('LAM4201HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'LAM4201HM', 'to_type': 'Department', 'to_id': 'Centre for Language Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LAM4201HM', 'to_type': 'Staff', 'to_id': 'Tracy Gonzalez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Tracy Gonzalez', 'to_type': 'Department', 'to_id': 'Centre for Language Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12841,Jamie Price DDS,XXXXX514A,1982-01-07T00:00:00Z,2012-03-31T00:00:00Z,LKYSPP Dean's Office,PP5406,"[('Jamie Price DDS', 'Staff')]","[(""LKYSPP Dean's Office"", 'Department')]","[('PP5406', 'Module')]","[{'from_type': 'Module', 'from_id': 'PP5406', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PP5406', 'to_type': 'Staff', 'to_id': 'Jamie Price DDS', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jamie Price DDS', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12842,Jill Mooney,XXXXX485A,1984-12-31T00:00:00Z,2007-08-17T00:00:00Z,Economics,EC4354HM,"[('Jill Mooney', 'Staff')]","[('Economics', 'Department')]","[('EC4354HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'EC4354HM', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EC4354HM', 'to_type': 'Staff', 'to_id': 'Jill Mooney', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jill Mooney', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12843,Jesse Perez,XXXXX341A,1981-12-05T00:00:00Z,2005-06-29T00:00:00Z,Biological Sciences,FSC5203,"[('Jesse Perez', 'Staff')]","[('Biological Sciences', 'Department')]","[('FSC5203', 'Module')]","[{'from_type': 'Module', 'from_id': 'FSC5203', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'FSC5203', 'to_type': 'Staff', 'to_id': 'Jesse Perez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jesse Perez', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12844,Joseph Arroyo,XXXXX725A,1978-06-03T00:00:00Z,2008-01-19T00:00:00Z,Civil and Environmental Engineering,CE5010B,"[('Joseph Arroyo', 'Staff')]","[('Civil and Environmental Engineering', 'Department')]","[('CE5010B', 'Module')]","[{'from_type': 'Module', 'from_id': 'CE5010B', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CE5010B', 'to_type': 'Staff', 'to_id': 'Joseph Arroyo', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joseph Arroyo', 'to_type': 'Department', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12845,Michael Chapman,XXXXX702A,1976-08-11T00:00:00Z,2000-06-22T00:00:00Z,English,TPS5202,"[('Michael Chapman', 'Staff')]","[('English', 'Department')]","[('TPS5202', 'Module')]","[{'from_type': 'Module', 'from_id': 'TPS5202', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TPS5202', 'to_type': 'Staff', 'to_id': 'Michael Chapman', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Chapman', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12846,Anita Brown,XXXXX866A,1970-01-12T00:00:00Z,2002-11-02T00:00:00Z,SCALE Dean's Office,TME3241,"[('Anita Brown', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TME3241', 'Module')]","[{'from_type': 'Module', 'from_id': 'TME3241', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TME3241', 'to_type': 'Staff', 'to_id': 'Anita Brown', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Anita Brown', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12847,Jason Key,XXXXX953A,1979-01-12T00:00:00Z,2010-07-20T00:00:00Z,FoL Dean's Office,LL4528V,"[('Jason Key', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL4528V', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL4528V', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL4528V', 'to_type': 'Staff', 'to_id': 'Jason Key', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jason Key', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12848,Karen Duncan,XXXXX420A,1989-06-23T00:00:00Z,2001-09-25T00:00:00Z,NUS Medicine Dean's Office,CDM5101,"[('Karen Duncan', 'Staff')]","[(""NUS Medicine Dean's Office"", 'Department')]","[('CDM5101', 'Module')]","[{'from_type': 'Module', 'from_id': 'CDM5101', 'to_type': 'Department', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CDM5101', 'to_type': 'Staff', 'to_id': 'Karen Duncan', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Karen Duncan', 'to_type': 'Department', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12849,Erin Hunter,XXXXX592A,1990-08-13T00:00:00Z,2013-04-15T00:00:00Z,FoL Dean's Office,LL5295,"[('Erin Hunter', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL5295', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL5295', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL5295', 'to_type': 'Staff', 'to_id': 'Erin Hunter', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Erin Hunter', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12850,Colleen Rodriguez,XXXXX127A,1986-07-23T00:00:00Z,2008-05-09T00:00:00Z,Economics,EC4362,"[('Colleen Rodriguez', 'Staff')]","[('Economics', 'Department')]","[('EC4362', 'Module')]","[{'from_type': 'Module', 'from_id': 'EC4362', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EC4362', 'to_type': 'Staff', 'to_id': 'Colleen Rodriguez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Colleen Rodriguez', 'to_type': 'Department', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12851,Danielle Perkins,XXXXX153A,1994-02-14T00:00:00Z,2004-03-12T00:00:00Z,Psychology,PL6208,"[('Danielle Perkins', 'Staff')]","[('Psychology', 'Department')]","[('PL6208', 'Module')]","[{'from_type': 'Module', 'from_id': 'PL6208', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PL6208', 'to_type': 'Staff', 'to_id': 'Danielle Perkins', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Danielle Perkins', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12852,Julie Montes,XXXXX482A,1984-12-16T00:00:00Z,2009-12-20T00:00:00Z,Mathematics,MA2104,"[('Julie Montes', 'Staff')]","[('Mathematics', 'Department')]","[('MA2104', 'Module')]","[{'from_type': 'Module', 'from_id': 'MA2104', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MA2104', 'to_type': 'Staff', 'to_id': 'Julie Montes', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Julie Montes', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12853,Rebecca Hays,XXXXX480A,1988-01-19T00:00:00Z,2001-02-14T00:00:00Z,Duke-NUS Dean's Office,GMS6813,"[('Rebecca Hays', 'Staff')]","[(""Duke-NUS Dean's Office"", 'Department')]","[('GMS6813', 'Module')]","[{'from_type': 'Module', 'from_id': 'GMS6813', 'to_type': 'Department', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GMS6813', 'to_type': 'Staff', 'to_id': 'Rebecca Hays', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Rebecca Hays', 'to_type': 'Department', 'to_id': ""Duke-NUS Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12854,Kristy Smith,XXXXX334A,1975-03-23T00:00:00Z,2013-07-27T00:00:00Z,NUSGS Dean’s Office,GS5002,"[('Kristy Smith', 'Staff')]","[('NUSGS Dean’s Office', 'Department')]","[('GS5002', 'Module')]","[{'from_type': 'Module', 'from_id': 'GS5002', 'to_type': 'Department', 'to_id': 'NUSGS Dean’s Office', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GS5002', 'to_type': 'Staff', 'to_id': 'Kristy Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kristy Smith', 'to_type': 'Department', 'to_id': 'NUSGS Dean’s Office', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12855,Erika Sampson,XXXXX909A,1993-09-03T00:00:00Z,2002-06-07T00:00:00Z,BIZ Dean's Office,BMG5205,"[('Erika Sampson', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('BMG5205', 'Module')]","[{'from_type': 'Module', 'from_id': 'BMG5205', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BMG5205', 'to_type': 'Staff', 'to_id': 'Erika Sampson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Erika Sampson', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12856,Michael Garcia,XXXXX315A,1970-09-19T00:00:00Z,2009-10-05T00:00:00Z,Chinese Studies,CH4660HM,"[('Michael Garcia', 'Staff')]","[('Chinese Studies', 'Department')]","[('CH4660HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'CH4660HM', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CH4660HM', 'to_type': 'Staff', 'to_id': 'Michael Garcia', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Garcia', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12857,Kathy Rowe,XXXXX457A,1989-08-29T00:00:00Z,2007-04-30T00:00:00Z,Yale-NUS College,YIR3318G,"[('Kathy Rowe', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YIR3318G', 'Module')]","[{'from_type': 'Module', 'from_id': 'YIR3318G', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YIR3318G', 'to_type': 'Staff', 'to_id': 'Kathy Rowe', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kathy Rowe', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12858,Joseph Hernandez,XXXXX256A,1988-04-18T00:00:00Z,2000-11-20T00:00:00Z,Yale-NUS College,YIR4301G,"[('Joseph Hernandez', 'Staff')]","[('Yale-NUS College', 'Department')]","[('YIR4301G', 'Module')]","[{'from_type': 'Module', 'from_id': 'YIR4301G', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'YIR4301G', 'to_type': 'Staff', 'to_id': 'Joseph Hernandez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joseph Hernandez', 'to_type': 'Department', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12859,Christopher Cantu,XXXXX236A,1977-11-11T00:00:00Z,2008-09-14T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5801G,"[('Christopher Cantu', 'Staff')]","[('Alice Lee Center for Nursing Studies', 'Department')]","[('NUR5801G', 'Module')]","[{'from_type': 'Module', 'from_id': 'NUR5801G', 'to_type': 'Department', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'NUR5801G', 'to_type': 'Staff', 'to_id': 'Christopher Cantu', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Christopher Cantu', 'to_type': 'Department', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12860,Nicole Wade,XXXXX995A,1986-06-29T00:00:00Z,2006-10-24T00:00:00Z,SCALE Dean's Office,TIE2030,"[('Nicole Wade', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TIE2030', 'Module')]","[{'from_type': 'Module', 'from_id': 'TIE2030', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TIE2030', 'to_type': 'Staff', 'to_id': 'Nicole Wade', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Nicole Wade', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12861,Eric Smith,XXXXX144A,1985-11-08T00:00:00Z,2009-08-06T00:00:00Z,Geography,GE4218HM,"[('Eric Smith', 'Staff')]","[('Geography', 'Department')]","[('GE4218HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'GE4218HM', 'to_type': 'Department', 'to_id': 'Geography', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GE4218HM', 'to_type': 'Staff', 'to_id': 'Eric Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Eric Smith', 'to_type': 'Department', 'to_id': 'Geography', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12862,Lindsey Horton,XXXXX402A,1983-01-12T00:00:00Z,2002-10-14T00:00:00Z,Electrical and Computer Engineering,EE4511,"[('Lindsey Horton', 'Staff')]","[('Electrical and Computer Engineering', 'Department')]","[('EE4511', 'Module')]","[{'from_type': 'Module', 'from_id': 'EE4511', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EE4511', 'to_type': 'Staff', 'to_id': 'Lindsey Horton', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Lindsey Horton', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12863,Alyssa Jones,XXXXX386A,1977-08-24T00:00:00Z,2000-07-03T00:00:00Z,Political Science,GL4401,"[('Alyssa Jones', 'Staff')]","[('Political Science', 'Department')]","[('GL4401', 'Module')]","[{'from_type': 'Module', 'from_id': 'GL4401', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GL4401', 'to_type': 'Staff', 'to_id': 'Alyssa Jones', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Alyssa Jones', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12864,Michael Simpson,XXXXX377A,1978-04-06T00:00:00Z,2009-12-18T00:00:00Z,Chemical and Biomolecular Engineering,SH5002,"[('Michael Simpson', 'Staff')]","[('Chemical and Biomolecular Engineering', 'Department')]","[('SH5002', 'Module')]","[{'from_type': 'Module', 'from_id': 'SH5002', 'to_type': 'Department', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SH5002', 'to_type': 'Staff', 'to_id': 'Michael Simpson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michael Simpson', 'to_type': 'Department', 'to_id': 'Chemical and Biomolecular Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12865,Shirley Glover,XXXXX319A,1982-09-12T00:00:00Z,2010-06-06T00:00:00Z,FoL Dean's Office,LL4359Z,"[('Shirley Glover', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL4359Z', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL4359Z', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL4359Z', 'to_type': 'Staff', 'to_id': 'Shirley Glover', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Shirley Glover', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12866,Maurice Porter,XXXXX876A,1973-04-03T00:00:00Z,1999-12-25T00:00:00Z,Office of the Provost,DMX1107,"[('Maurice Porter', 'Staff')]","[('Office of the Provost', 'Department')]","[('DMX1107', 'Module')]","[{'from_type': 'Module', 'from_id': 'DMX1107', 'to_type': 'Department', 'to_id': 'Office of the Provost', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DMX1107', 'to_type': 'Staff', 'to_id': 'Maurice Porter', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Maurice Porter', 'to_type': 'Department', 'to_id': 'Office of the Provost', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12867,Samantha Perez,XXXXX644A,1979-05-03T00:00:00Z,2011-01-03T00:00:00Z,PharmacyandPharmaceuticalScience,PHS2102,"[('Samantha Perez', 'Staff')]","[('PharmacyandPharmaceuticalScience', 'Department')]","[('PHS2102', 'Module')]","[{'from_type': 'Module', 'from_id': 'PHS2102', 'to_type': 'Department', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PHS2102', 'to_type': 'Staff', 'to_id': 'Samantha Perez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Samantha Perez', 'to_type': 'Department', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12868,Cole Landry,XXXXX280A,1991-09-11T00:00:00Z,2002-06-26T00:00:00Z,Materials Science and Engineering,MLE5240,"[('Cole Landry', 'Staff')]","[('Materials Science and Engineering', 'Department')]","[('MLE5240', 'Module')]","[{'from_type': 'Module', 'from_id': 'MLE5240', 'to_type': 'Department', 'to_id': 'Materials Science and Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MLE5240', 'to_type': 'Staff', 'to_id': 'Cole Landry', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Cole Landry', 'to_type': 'Department', 'to_id': 'Materials Science and Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12869,Steven Underwood,XXXXX701A,1975-08-25T00:00:00Z,2009-04-07T00:00:00Z,History,HY5207,"[('Steven Underwood', 'Staff')]","[('History', 'Department')]","[('HY5207', 'Module')]","[{'from_type': 'Module', 'from_id': 'HY5207', 'to_type': 'Department', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'HY5207', 'to_type': 'Staff', 'to_id': 'Steven Underwood', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Steven Underwood', 'to_type': 'Department', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12870,Elizabeth Rowland,XXXXX261A,1971-08-14T00:00:00Z,2006-08-03T00:00:00Z,Psychology,PL4234HM,"[('Elizabeth Rowland', 'Staff')]","[('Psychology', 'Department')]","[('PL4234HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'PL4234HM', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PL4234HM', 'to_type': 'Staff', 'to_id': 'Elizabeth Rowland', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Elizabeth Rowland', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12871,Susan Thomas,XXXXX267A,1983-10-13T00:00:00Z,2002-07-06T00:00:00Z,BIZ Dean's Office,BMF5391C,"[('Susan Thomas', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('BMF5391C', 'Module')]","[{'from_type': 'Module', 'from_id': 'BMF5391C', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BMF5391C', 'to_type': 'Staff', 'to_id': 'Susan Thomas', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Susan Thomas', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12872,Rachel Smith,XXXXX973A,1971-07-26T00:00:00Z,2011-04-25T00:00:00Z,Communications and New Media,NM4206HM,"[('Rachel Smith', 'Staff')]","[('Communications and New Media', 'Department')]","[('NM4206HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'NM4206HM', 'to_type': 'Department', 'to_id': 'Communications and New Media', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'NM4206HM', 'to_type': 'Staff', 'to_id': 'Rachel Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Rachel Smith', 'to_type': 'Department', 'to_id': 'Communications and New Media', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12873,Kayla Oneal,XXXXX562A,1993-07-28T00:00:00Z,2000-03-30T00:00:00Z,Electrical and Computer Engineering,EE5508,"[('Kayla Oneal', 'Staff')]","[('Electrical and Computer Engineering', 'Department')]","[('EE5508', 'Module')]","[{'from_type': 'Module', 'from_id': 'EE5508', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EE5508', 'to_type': 'Staff', 'to_id': 'Kayla Oneal', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kayla Oneal', 'to_type': 'Department', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12874,Kara Hayes,XXXXX580A,1971-03-25T00:00:00Z,2005-12-02T00:00:00Z,Physics,PC5204B,"[('Kara Hayes', 'Staff')]","[('Physics', 'Department')]","[('PC5204B', 'Module')]","[{'from_type': 'Module', 'from_id': 'PC5204B', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PC5204B', 'to_type': 'Staff', 'to_id': 'Kara Hayes', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kara Hayes', 'to_type': 'Department', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12875,Elizabeth Love,XXXXX667A,1982-04-14T00:00:00Z,2005-04-14T00:00:00Z,History,GES1012,"[('Elizabeth Love', 'Staff')]","[('History', 'Department')]","[('GES1012', 'Module')]","[{'from_type': 'Module', 'from_id': 'GES1012', 'to_type': 'Department', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GES1012', 'to_type': 'Staff', 'to_id': 'Elizabeth Love', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Elizabeth Love', 'to_type': 'Department', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12876,Michelle Freeman,XXXXX626A,1972-05-03T00:00:00Z,2002-04-28T00:00:00Z,FoL Dean's Office,LL5043,"[('Michelle Freeman', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL5043', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL5043', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL5043', 'to_type': 'Staff', 'to_id': 'Michelle Freeman', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Michelle Freeman', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
