Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second_Major,Modules_Completed,Grades,Student_entities,Faculty_entities,Major_entities,Module_entities
Alexander Robinson,A0228291L,XXXXX916Z,2,NUS Business School,Business Administration,,"['RE1706', 'ACC1701C', 'BSP1702X', 'RE2707', 'MKT1705X', 'DMB1204ACC', 'DMB1203DAO', 'DMB1202FIN', 'ACC1701X', 'DMB1204BSP', 'DMB1201DAO', 'GESS1019', 'ACC2707', 'DMB1202BSP', 'GESS1036', 'BSP1702']","{'RE1706': 'B-', 'ACC1701C': 'A-', 'BSP1702X': 'F', 'RE2707': 'C', 'MKT1705X': 'B', 'DMB1204ACC': 'B+', 'DMB1203DAO': 'A', 'DMB1202FIN': 'A', 'ACC1701X': 'C', 'DMB1204BSP': 'B+', 'DMB1201DAO': 'A+', 'GESS1019': 'B-', 'ACC2707': 'D', 'DMB1202BSP': 'B', 'GESS1036': 'B', 'BSP1702': 'B'}","[('Alexander Robinson', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('RE1706', 'MODULE'), ('ACC1701C', 'MODULE'), ('BSP1702X', 'MODULE'), ('RE2707', 'MODULE'), ('MKT1705X', 'MODULE'), ('DMB1204ACC', 'MODULE'), ('DMB1203DAO', 'MODULE'), ('DMB1202FIN', 'MODULE'), ('ACC1701X', 'MODULE'), ('DMB1204BSP', 'MODULE'), ('DMB1201DAO', 'MODULE'), ('GESS1019', 'MODULE'), ('ACC2707', 'MODULE'), ('DMB1202BSP', 'MODULE'), ('GESS1036', 'MODULE'), ('BSP1702', 'MODULE')]"
Natasha Clark,A0219565E,XXXXX437Z,3,Science,"Philosophy, Politics &Economics",,"['SP2273', 'ST3310', 'ST2313', 'HS2916', 'ST3313', 'ENV2289', 'ENV3104', 'PC2312', 'HS1403S', 'UTOS2002', 'DSA3288', 'HS2915', 'UTOS2201R', 'GES1021', 'GEH1050', 'PR1152', 'FDP2021', 'FDP2011', 'PR2289', 'HS2904', 'HS1401S', 'FST3288R', 'PC3239', 'PR3289']","{'SP2273': 'F', 'ST3310': 'B+', 'ST2313': 'B-', 'HS2916': 'F', 'ST3313': 'B+', 'ENV2289': 'F', 'ENV3104': 'D', 'PC2312': 'C+', 'HS1403S': 'F', 'UTOS2002': 'F', 'DSA3288': 'D', 'HS2915': 'B-', 'UTOS2201R': 'C', 'GES1021': 'A-', 'GEH1050': 'A-', 'PR1152': 'A-', 'FDP2021': 'C', 'FDP2011': 'C+', 'PR2289': 'B', 'HS2904': 'A+', 'HS1401S': 'A+', 'FST3288R': 'C+', 'PC3239': 'A-', 'PR3289': 'C+'}","[('Natasha Clark', 'STUDENT')]","[('Science', 'FACULTY')]","[('Philosophy, Politics &Economics', 'MAJOR')]","[('SP2273', 'MODULE'), ('ST3310', 'MODULE'), ('ST2313', 'MODULE'), ('HS2916', 'MODULE'), ('ST3313', 'MODULE'), ('ENV2289', 'MODULE'), ('ENV3104', 'MODULE'), ('PC2312', 'MODULE'), ('HS1403S', 'MODULE'), ('UTOS2002', 'MODULE'), ('DSA3288', 'MODULE'), ('HS2915', 'MODULE'), ('UTOS2201R', 'MODULE'), ('GES1021', 'MODULE'), ('GEH1050', 'MODULE'), ('PR1152', 'MODULE'), ('FDP2021', 'MODULE'), ('FDP2011', 'MODULE'), ('PR2289', 'MODULE'), ('HS2904', 'MODULE'), ('HS1401S', 'MODULE'), ('FST3288R', 'MODULE'), ('PC3239', 'MODULE'), ('PR3289', 'MODULE')]"
William Mitchell,A0208657L,XXXXX841Z,3,NUS Business School,Business Administration,Physics,"['GESS1036', 'DMB1203DAO', 'BI3002B', 'RE2705', 'RE1702', 'MNO2706', 'BI3708B', 'BI3704R', 'RE2706', 'DAO2703', 'BI3712B', 'BI3001C', 'ACC1701X', 'MKT1705A', 'DMB1203ACC', 'DAO1704X', 'BST3762', 'RE2801', 'BWS3816', 'BPM1701', 'ACC3707', 'BSN3713', 'DMB1201MKT', 'DMB1203FIN']","{'GESS1036': 'C', 'DMB1203DAO': 'F', 'BI3002B': 'B-', 'RE2705': 'C', 'RE1702': 'A+', 'MNO2706': 'F', 'BI3708B': 'D', 'BI3704R': 'B-', 'RE2706': 'B-', 'DAO2703': 'B-', 'BI3712B': 'A-', 'BI3001C': 'A', 'ACC1701X': 'A', 'MKT1705A': 'F', 'DMB1203ACC': 'D', 'DAO1704X': 'A', 'BST3762': 'B-', 'RE2801': 'C+', 'BWS3816': 'B+', 'BPM1701': 'B+', 'ACC3707': 'A', 'BSN3713': 'D', 'DMB1201MKT': 'A', 'DMB1203FIN': 'C'}","[('William Mitchell', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('GESS1036', 'MODULE'), ('DMB1203DAO', 'MODULE'), ('BI3002B', 'MODULE'), ('RE2705', 'MODULE'), ('RE1702', 'MODULE'), ('MNO2706', 'MODULE'), ('BI3708B', 'MODULE'), ('BI3704R', 'MODULE'), ('RE2706', 'MODULE'), ('DAO2703', 'MODULE'), ('BI3712B', 'MODULE'), ('BI3001C', 'MODULE'), ('ACC1701X', 'MODULE'), ('MKT1705A', 'MODULE'), ('DMB1203ACC', 'MODULE'), ('DAO1704X', 'MODULE'), ('BST3762', 'MODULE'), ('RE2801', 'MODULE'), ('BWS3816', 'MODULE'), ('BPM1701', 'MODULE'), ('ACC3707', 'MODULE'), ('BSN3713', 'MODULE'), ('DMB1201MKT', 'MODULE'), ('DMB1203FIN', 'MODULE')]"
Jeffery Brown,A0229907N,XXXXX408Z,3,YST Conservatory of Music,Music,,"['MUA2203', 'CFA1101A', 'MUA3255', 'MUA3153', 'MUA2230', 'MUA1159', 'MUA3181', 'MUA2255A', 'MUA1153', 'MUA2256', 'MUH3203', 'MUL2107', 'MUA3205', 'MUA3188', 'GEC1035', 'MUA3256', 'MUA1154', 'MUA3224', 'CFA1111B', 'GEC1023', 'MUA1196', 'MUT3224', 'GEH1060', 'MUA3115']","{'MUA2203': 'B+', 'CFA1101A': 'D', 'MUA3255': 'B-', 'MUA3153': 'A-', 'MUA2230': 'B-', 'MUA1159': 'C+', 'MUA3181': 'A', 'MUA2255A': 'F', 'MUA1153': 'A-', 'MUA2256': 'B-', 'MUH3203': 'B-', 'MUL2107': 'A+', 'MUA3205': 'A', 'MUA3188': 'C', 'GEC1035': 'B', 'MUA3256': 'F', 'MUA1154': 'C+', 'MUA3224': 'A+', 'CFA1111B': 'C', 'GEC1023': 'B-', 'MUA1196': 'A-', 'MUT3224': 'B-', 'GEH1060': 'C', 'MUA3115': 'B'}","[('Jeffery Brown', 'STUDENT')]","[('YST Conservatory of Music', 'FACULTY')]","[('Music', 'MAJOR')]","[('MUA2203', 'MODULE'), ('CFA1101A', 'MODULE'), ('MUA3255', 'MODULE'), ('MUA3153', 'MODULE'), ('MUA2230', 'MODULE'), ('MUA1159', 'MODULE'), ('MUA3181', 'MODULE'), ('MUA2255A', 'MODULE'), ('MUA1153', 'MODULE'), ('MUA2256', 'MODULE'), ('MUH3203', 'MODULE'), ('MUL2107', 'MODULE'), ('MUA3205', 'MODULE'), ('MUA3188', 'MODULE'), ('GEC1035', 'MODULE'), ('MUA3256', 'MODULE'), ('MUA1154', 'MODULE'), ('MUA3224', 'MODULE'), ('CFA1111B', 'MODULE'), ('GEC1023', 'MODULE'), ('MUA1196', 'MODULE'), ('MUT3224', 'MODULE'), ('GEH1060', 'MODULE'), ('MUA3115', 'MODULE')]"
Dawn Werner,A0252654H,XXXXX654Z,2,Computing,Business Analytics,,"['CS1010A', 'IS1108', 'IS2218', 'CS2100', 'IT1244', 'IS2238', 'BT1101', 'CS2040S', 'DMC1401', 'CS1231R', 'CS2030S', 'IS1128', 'CS2104', 'CS2108', 'CP1008', 'CP2106']","{'CS1010A': 'D', 'IS1108': 'A', 'IS2218': 'A+', 'CS2100': 'C', 'IT1244': 'D', 'IS2238': 'A+', 'BT1101': 'A-', 'CS2040S': 'C+', 'DMC1401': 'F', 'CS1231R': 'C+', 'CS2030S': 'D', 'IS1128': 'A+', 'CS2104': 'F', 'CS2108': 'B-', 'CP1008': 'F', 'CP2106': 'A'}","[('Dawn Werner', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Business Analytics', 'MAJOR')]","[('CS1010A', 'MODULE'), ('IS1108', 'MODULE'), ('IS2218', 'MODULE'), ('CS2100', 'MODULE'), ('IT1244', 'MODULE'), ('IS2238', 'MODULE'), ('BT1101', 'MODULE'), ('CS2040S', 'MODULE'), ('DMC1401', 'MODULE'), ('CS1231R', 'MODULE'), ('CS2030S', 'MODULE'), ('IS1128', 'MODULE'), ('CS2104', 'MODULE'), ('CS2108', 'MODULE'), ('CP1008', 'MODULE'), ('CP2106', 'MODULE')]"
Anne Walter,A0286056E,XXXXX401Z,3,College of Design and Engineering,Electrical Engineering,,"['EE3306', 'EG1311', 'CE3102', 'ID2322', 'AR3223', 'AR2522', 'BN2403', 'PF2203', 'ID1114', 'BN3101A', 'EG3612', 'CDE2310', 'GEC1040', 'BN2201', 'CE2134', 'MLE2103A', 'CE3202', 'ID3041', 'EG2401A', 'ID1118', 'ME2104', 'BN2001', 'EE1111A', 'LAD1004']","{'EE3306': 'A-', 'EG1311': 'F', 'CE3102': 'A+', 'ID2322': 'D', 'AR3223': 'C+', 'AR2522': 'C', 'BN2403': 'F', 'PF2203': 'F', 'ID1114': 'C+', 'BN3101A': 'B+', 'EG3612': 'B-', 'CDE2310': 'B-', 'GEC1040': 'B', 'BN2201': 'B', 'CE2134': 'A+', 'MLE2103A': 'A', 'CE3202': 'B+', 'ID3041': 'C', 'EG2401A': 'A', 'ID1118': 'B-', 'ME2104': 'A', 'BN2001': 'B+', 'EE1111A': 'C+', 'LAD1004': 'B+'}","[('Anne Walter', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Electrical Engineering', 'MAJOR')]","[('EE3306', 'MODULE'), ('EG1311', 'MODULE'), ('CE3102', 'MODULE'), ('ID2322', 'MODULE'), ('AR3223', 'MODULE'), ('AR2522', 'MODULE'), ('BN2403', 'MODULE'), ('PF2203', 'MODULE'), ('ID1114', 'MODULE'), ('BN3101A', 'MODULE'), ('EG3612', 'MODULE'), ('CDE2310', 'MODULE'), ('GEC1040', 'MODULE'), ('BN2201', 'MODULE'), ('CE2134', 'MODULE'), ('MLE2103A', 'MODULE'), ('CE3202', 'MODULE'), ('ID3041', 'MODULE'), ('EG2401A', 'MODULE'), ('ID1118', 'MODULE'), ('ME2104', 'MODULE'), ('BN2001', 'MODULE'), ('EE1111A', 'MODULE'), ('LAD1004', 'MODULE')]"
Cameron Johnston,A0243086Z,XXXXX642Z,4,Law,Law,,"['LL4219', 'LC1016', 'LC2010H', 'LC1002E', 'LL4292V', 'LL4043', 'LC2010B', 'LC2013', 'LL4461V', 'LL4412', 'LC1001H', 'LL4309V', 'LL4360Z', 'LL4089V', 'LC1002D', 'LL4303V', 'LL4295', 'LC1001B', 'LL4029AV', 'LL4361Z', 'LL4438V', 'LL4094FV', 'LL4483V', 'LC3001A', 'LC2006B', 'LC2010D', 'LL4029V', 'LL4073V', 'LL4519', 'LL4320', 'LL4030V', 'LC2006D']","{'LL4219': 'A+', 'LC1016': 'D', 'LC2010H': 'B', 'LC1002E': 'D', 'LL4292V': 'D', 'LL4043': 'B+', 'LC2010B': 'A-', 'LC2013': 'A', 'LL4461V': 'B', 'LL4412': 'B', 'LC1001H': 'F', 'LL4309V': 'D', 'LL4360Z': 'D', 'LL4089V': 'A+', 'LC1002D': 'B-', 'LL4303V': 'A+', 'LL4295': 'D', 'LC1001B': 'A+', 'LL4029AV': 'C', 'LL4361Z': 'C+', 'LL4438V': 'A', 'LL4094FV': 'B', 'LL4483V': 'D', 'LC3001A': 'B+', 'LC2006B': 'C', 'LC2010D': 'B+', 'LL4029V': 'F', 'LL4073V': 'C', 'LL4519': 'C+', 'LL4320': 'A+', 'LL4030V': 'A', 'LC2006D': 'A'}","[('Cameron Johnston', 'STUDENT')]","[('Law', 'FACULTY')]","[('Law', 'MAJOR')]","[('LL4219', 'MODULE'), ('LC1016', 'MODULE'), ('LC2010H', 'MODULE'), ('LC1002E', 'MODULE'), ('LL4292V', 'MODULE'), ('LL4043', 'MODULE'), ('LC2010B', 'MODULE'), ('LC2013', 'MODULE'), ('LL4461V', 'MODULE'), ('LL4412', 'MODULE'), ('LC1001H', 'MODULE'), ('LL4309V', 'MODULE'), ('LL4360Z', 'MODULE'), ('LL4089V', 'MODULE'), ('LC1002D', 'MODULE'), ('LL4303V', 'MODULE'), ('LL4295', 'MODULE'), ('LC1001B', 'MODULE'), ('LL4029AV', 'MODULE'), ('LL4361Z', 'MODULE'), ('LL4438V', 'MODULE'), ('LL4094FV', 'MODULE'), ('LL4483V', 'MODULE'), ('LC3001A', 'MODULE'), ('LC2006B', 'MODULE'), ('LC2010D', 'MODULE'), ('LL4029V', 'MODULE'), ('LL4073V', 'MODULE'), ('LL4519', 'MODULE'), ('LL4320', 'MODULE'), ('LL4030V', 'MODULE'), ('LC2006D', 'MODULE')]"
Bradley Estes,A0254928L,XXXXX253Z,4,NUS Business School,Business Administration,,"['FIN4752', 'BHD4001', 'BI3002B', 'BI3001B', 'BPM1702', 'BSN3703', 'ACC1701C', 'RE1706', 'GESS1018', 'RE1707', 'BI3708A', 'BI3003D', 'GESS1036', 'BI3003C', 'XFB4001', 'DAO2703', 'DMB1201ACC', 'BI3003', 'RE2708', 'RE1901', 'BSP1702X', 'BI3712B', 'ACC1701B', 'MKT1705B', 'BI3712R', 'ACC1701X', 'ACC2707', 'MNO1706X', 'MKT1705A', 'MNO1706D', 'MKT3714', 'DOS4712']","{'FIN4752': 'C+', 'BHD4001': 'A', 'BI3002B': 'A+', 'BI3001B': 'C', 'BPM1702': 'A-', 'BSN3703': 'C', 'ACC1701C': 'B-', 'RE1706': 'C', 'GESS1018': 'B+', 'RE1707': 'B-', 'BI3708A': 'C+', 'BI3003D': 'C', 'GESS1036': 'D', 'BI3003C': 'D', 'XFB4001': 'B+', 'DAO2703': 'A', 'DMB1201ACC': 'A-', 'BI3003': 'A-', 'RE2708': 'F', 'RE1901': 'A-', 'BSP1702X': 'B-', 'BI3712B': 'B', 'ACC1701B': 'A-', 'MKT1705B': 'B+', 'BI3712R': 'D', 'ACC1701X': 'A-', 'ACC2707': 'D', 'MNO1706X': 'B-', 'MKT1705A': 'B+', 'MNO1706D': 'C+', 'MKT3714': 'A', 'DOS4712': 'B+'}","[('Bradley Estes', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('FIN4752', 'MODULE'), ('BHD4001', 'MODULE'), ('BI3002B', 'MODULE'), ('BI3001B', 'MODULE'), ('BPM1702', 'MODULE'), ('BSN3703', 'MODULE'), ('ACC1701C', 'MODULE'), ('RE1706', 'MODULE'), ('GESS1018', 'MODULE'), ('RE1707', 'MODULE'), ('BI3708A', 'MODULE'), ('BI3003D', 'MODULE'), ('GESS1036', 'MODULE'), ('BI3003C', 'MODULE'), ('XFB4001', 'MODULE'), ('DAO2703', 'MODULE'), ('DMB1201ACC', 'MODULE'), ('BI3003', 'MODULE'), ('RE2708', 'MODULE'), ('RE1901', 'MODULE'), ('BSP1702X', 'MODULE'), ('BI3712B', 'MODULE'), ('ACC1701B', 'MODULE'), ('MKT1705B', 'MODULE'), ('BI3712R', 'MODULE'), ('ACC1701X', 'MODULE'), ('ACC2707', 'MODULE'), ('MNO1706X', 'MODULE'), ('MKT1705A', 'MODULE'), ('MNO1706D', 'MODULE'), ('MKT3714', 'MODULE'), ('DOS4712', 'MODULE')]"
Michael Blanchard,A0269443M,XXXXX929Z,4,Arts and Social Science,Geography,,"['SC4210HM', 'HY4207HM', 'HY3262', 'GL4881A', 'GE2231', 'GEH1006', 'ASP1201MS', 'SE3222', 'PL4501', 'GESS1000', 'SC3211', 'SC4880DHM', 'GES1028', 'MS4208', 'NM3245', 'NM4254HM', 'HS2905', 'EL4252', 'PS4218', 'GESS1035', 'HY4215HM', 'XFA4408', 'MS4880AHM', 'GE4220', 'EN2203', 'EN3551', 'HY4401HM', 'SC4205HM', 'GE4660', 'NHS4912ENC', 'SC4228HM', 'GES1035']","{'SC4210HM': 'A-', 'HY4207HM': 'B+', 'HY3262': 'B-', 'GL4881A': 'F', 'GE2231': 'A-', 'GEH1006': 'D', 'ASP1201MS': 'A+', 'SE3222': 'C+', 'PL4501': 'C+', 'GESS1000': 'C', 'SC3211': 'A', 'SC4880DHM': 'A', 'GES1028': 'A-', 'MS4208': 'A', 'NM3245': 'F', 'NM4254HM': 'B-', 'HS2905': 'D', 'EL4252': 'B', 'PS4218': 'A', 'GESS1035': 'F', 'HY4215HM': 'F', 'XFA4408': 'B', 'MS4880AHM': 'D', 'GE4220': 'C', 'EN2203': 'B', 'EN3551': 'A', 'HY4401HM': 'B+', 'SC4205HM': 'C', 'GE4660': 'A-', 'NHS4912ENC': 'A-', 'SC4228HM': 'B', 'GES1035': 'A-'}","[('Michael Blanchard', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Geography', 'MAJOR')]","[('SC4210HM', 'MODULE'), ('HY4207HM', 'MODULE'), ('HY3262', 'MODULE'), ('GL4881A', 'MODULE'), ('GE2231', 'MODULE'), ('GEH1006', 'MODULE'), ('ASP1201MS', 'MODULE'), ('SE3222', 'MODULE'), ('PL4501', 'MODULE'), ('GESS1000', 'MODULE'), ('SC3211', 'MODULE'), ('SC4880DHM', 'MODULE'), ('GES1028', 'MODULE'), ('MS4208', 'MODULE'), ('NM3245', 'MODULE'), ('NM4254HM', 'MODULE'), ('HS2905', 'MODULE'), ('EL4252', 'MODULE'), ('PS4218', 'MODULE'), ('GESS1035', 'MODULE'), ('HY4215HM', 'MODULE'), ('XFA4408', 'MODULE'), ('MS4880AHM', 'MODULE'), ('GE4220', 'MODULE'), ('EN2203', 'MODULE'), ('EN3551', 'MODULE'), ('HY4401HM', 'MODULE'), ('SC4205HM', 'MODULE'), ('GE4660', 'MODULE'), ('NHS4912ENC', 'MODULE'), ('SC4228HM', 'MODULE'), ('GES1035', 'MODULE')]"
Kelsey Mcdaniel,A0224482Z,XXXXX771Z,3,NUS Business School,Business Administration,,"['DMB1201DO', 'BWS3806', 'STR1000', 'DMB1204MKT', 'BI3712B', 'DMB1204MNO', 'BWS3814', 'MKT3751', 'MNO1706X', 'DMB1204DO', 'GESS1036', 'BWS3804', 'RE3704', 'RE2705', 'DMB1202MKT', 'BI3003C', 'BWS3816', 'GESS1019', 'DMB1203DO', 'DMB1202FIN', 'BI3001B', 'ACC1701X', 'BI3003A', 'BSN3713']","{'DMB1201DO': 'B-', 'BWS3806': 'C', 'STR1000': 'A+', 'DMB1204MKT': 'B-', 'BI3712B': 'A-', 'DMB1204MNO': 'B', 'BWS3814': 'F', 'MKT3751': 'A', 'MNO1706X': 'A', 'DMB1204DO': 'D', 'GESS1036': 'B+', 'BWS3804': 'D', 'RE3704': 'A', 'RE2705': 'A-', 'DMB1202MKT': 'B+', 'BI3003C': 'F', 'BWS3816': 'B+', 'GESS1019': 'A+', 'DMB1203DO': 'A-', 'DMB1202FIN': 'A', 'BI3001B': 'B-', 'ACC1701X': 'A+', 'BI3003A': 'C', 'BSN3713': 'C+'}","[('Kelsey Mcdaniel', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('DMB1201DO', 'MODULE'), ('BWS3806', 'MODULE'), ('STR1000', 'MODULE'), ('DMB1204MKT', 'MODULE'), ('BI3712B', 'MODULE'), ('DMB1204MNO', 'MODULE'), ('BWS3814', 'MODULE'), ('MKT3751', 'MODULE'), ('MNO1706X', 'MODULE'), ('DMB1204DO', 'MODULE'), ('GESS1036', 'MODULE'), ('BWS3804', 'MODULE'), ('RE3704', 'MODULE'), ('RE2705', 'MODULE'), ('DMB1202MKT', 'MODULE'), ('BI3003C', 'MODULE'), ('BWS3816', 'MODULE'), ('GESS1019', 'MODULE'), ('DMB1203DO', 'MODULE'), ('DMB1202FIN', 'MODULE'), ('BI3001B', 'MODULE'), ('ACC1701X', 'MODULE'), ('BI3003A', 'MODULE'), ('BSN3713', 'MODULE')]"
Emily Fletcher,A0227368I,XXXXX737Z,2,Arts and Social Science,Sociology,Computer Engineering,"['HS2920', 'PS2258', 'GEX1014', 'GEC1050', 'AN2204', 'HY2264', 'GES1012', 'CL1101E', 'GESS1029', 'CL2103', 'NM2101', 'EC1101E', 'GE2103', 'LAC1201', 'AN2101', 'GEC1013']","{'HS2920': 'B-', 'PS2258': 'A-', 'GEX1014': 'A', 'GEC1050': 'B', 'AN2204': 'B', 'HY2264': 'C+', 'GES1012': 'B+', 'CL1101E': 'A-', 'GESS1029': 'B-', 'CL2103': 'F', 'NM2101': 'B', 'EC1101E': 'D', 'GE2103': 'A', 'LAC1201': 'F', 'AN2101': 'A+', 'GEC1013': 'B'}","[('Emily Fletcher', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Sociology', 'MAJOR')]","[('HS2920', 'MODULE'), ('PS2258', 'MODULE'), ('GEX1014', 'MODULE'), ('GEC1050', 'MODULE'), ('AN2204', 'MODULE'), ('HY2264', 'MODULE'), ('GES1012', 'MODULE'), ('CL1101E', 'MODULE'), ('GESS1029', 'MODULE'), ('CL2103', 'MODULE'), ('NM2101', 'MODULE'), ('EC1101E', 'MODULE'), ('GE2103', 'MODULE'), ('LAC1201', 'MODULE'), ('AN2101', 'MODULE'), ('GEC1013', 'MODULE')]"
Eric Ortiz,A0254381M,XXXXX941Z,3,NUS Business School,Business Administration,,"['DMB1203ACC', 'BST3762', 'GESS1036', 'MKT3751', 'BI3003A', 'DMB1202DO', 'RE1707', 'MNO1706D', 'ACC1701B', 'BI3002A', 'DMB1202DAO', 'BI3003', 'MNO1706E', 'DMB1201MKT', 'BPM1701', 'BWS3816', 'FIN3139', 'RE1901', 'MKT3714', 'BI3712R', 'BI3708B', 'ACC1701A', 'DMB1204BSP', 'BWS3806']","{'DMB1203ACC': 'A+', 'BST3762': 'B', 'GESS1036': 'B', 'MKT3751': 'A', 'BI3003A': 'A-', 'DMB1202DO': 'B', 'RE1707': 'D', 'MNO1706D': 'A-', 'ACC1701B': 'F', 'BI3002A': 'B', 'DMB1202DAO': 'B', 'BI3003': 'B+', 'MNO1706E': 'B-', 'DMB1201MKT': 'B', 'BPM1701': 'C+', 'BWS3816': 'B+', 'FIN3139': 'B-', 'RE1901': 'B-', 'MKT3714': 'C+', 'BI3712R': 'B-', 'BI3708B': 'F', 'ACC1701A': 'A', 'DMB1204BSP': 'B+', 'BWS3806': 'A+'}","[('Eric Ortiz', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('DMB1203ACC', 'MODULE'), ('BST3762', 'MODULE'), ('GESS1036', 'MODULE'), ('MKT3751', 'MODULE'), ('BI3003A', 'MODULE'), ('DMB1202DO', 'MODULE'), ('RE1707', 'MODULE'), ('MNO1706D', 'MODULE'), ('ACC1701B', 'MODULE'), ('BI3002A', 'MODULE'), ('DMB1202DAO', 'MODULE'), ('BI3003', 'MODULE'), ('MNO1706E', 'MODULE'), ('DMB1201MKT', 'MODULE'), ('BPM1701', 'MODULE'), ('BWS3816', 'MODULE'), ('FIN3139', 'MODULE'), ('RE1901', 'MODULE'), ('MKT3714', 'MODULE'), ('BI3712R', 'MODULE'), ('BI3708B', 'MODULE'), ('ACC1701A', 'MODULE'), ('DMB1204BSP', 'MODULE'), ('BWS3806', 'MODULE')]"
Krista Lee,A0245248R,XXXXX803Z,2,Computing,Business Analytics,,"['CS1010S', 'CS2030', 'IT2900', 'CS2040', 'BT2102', 'CP1008', 'IS2103', 'IS2238', 'CS2108', 'CS1231R', 'CS2104', 'GEI1000', 'DMC1401', 'IS2218', 'DMC1401IS', 'CS2220']","{'CS1010S': 'A+', 'CS2030': 'A', 'IT2900': 'A-', 'CS2040': 'A+', 'BT2102': 'D', 'CP1008': 'B-', 'IS2103': 'C', 'IS2238': 'F', 'CS2108': 'A', 'CS1231R': 'D', 'CS2104': 'C+', 'GEI1000': 'A', 'DMC1401': 'A+', 'IS2218': 'D', 'DMC1401IS': 'B-', 'CS2220': 'B+'}","[('Krista Lee', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Business Analytics', 'MAJOR')]","[('CS1010S', 'MODULE'), ('CS2030', 'MODULE'), ('IT2900', 'MODULE'), ('CS2040', 'MODULE'), ('BT2102', 'MODULE'), ('CP1008', 'MODULE'), ('IS2103', 'MODULE'), ('IS2238', 'MODULE'), ('CS2108', 'MODULE'), ('CS1231R', 'MODULE'), ('CS2104', 'MODULE'), ('GEI1000', 'MODULE'), ('DMC1401', 'MODULE'), ('IS2218', 'MODULE'), ('DMC1401IS', 'MODULE'), ('CS2220', 'MODULE')]"
Katherine Lynn,A0218157B,XXXXX910Z,1,Arts and Social Science,Geography,,"['GESS1009', 'GEH1079', 'GEC1001', 'LAT1201', 'ASP1201MS', 'GESS1029', 'HS1402A', 'HSA1000']","{'GESS1009': 'D', 'GEH1079': 'A+', 'GEC1001': 'A', 'LAT1201': 'B+', 'ASP1201MS': 'C+', 'GESS1029': 'C', 'HS1402A': 'D', 'HSA1000': 'B'}","[('Katherine Lynn', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Geography', 'MAJOR')]","[('GESS1009', 'MODULE'), ('GEH1079', 'MODULE'), ('GEC1001', 'MODULE'), ('LAT1201', 'MODULE'), ('ASP1201MS', 'MODULE'), ('GESS1029', 'MODULE'), ('HS1402A', 'MODULE'), ('HSA1000', 'MODULE')]"
Shawn Walker,A0287355D,XXXXX342Z,3,Arts and Social Science,Geography,,"['HS2912', 'TS2240', 'EL2207', 'CH1101E', 'EN2202', 'PS3880G', 'PS3271', 'SN3282', 'GEH1070', 'LAM1201', 'GE3255', 'GEH1079', 'ASP1201MS', 'GE3256', 'SN1101E', 'GES1028', 'NM3244', 'HSH1000', 'CH2295', 'NM2223', 'HS2923', 'GEH1054', 'GEH1053', 'NM2219']","{'HS2912': 'F', 'TS2240': 'C+', 'EL2207': 'B', 'CH1101E': 'F', 'EN2202': 'D', 'PS3880G': 'B+', 'PS3271': 'D', 'SN3282': 'C', 'GEH1070': 'B+', 'LAM1201': 'B', 'GE3255': 'C', 'GEH1079': 'F', 'ASP1201MS': 'C+', 'GE3256': 'D', 'SN1101E': 'A-', 'GES1028': 'C+', 'NM3244': 'A-', 'HSH1000': 'B-', 'CH2295': 'D', 'NM2223': 'D', 'HS2923': 'B', 'GEH1054': 'D', 'GEH1053': 'F', 'NM2219': 'A'}","[('Shawn Walker', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Geography', 'MAJOR')]","[('HS2912', 'MODULE'), ('TS2240', 'MODULE'), ('EL2207', 'MODULE'), ('CH1101E', 'MODULE'), ('EN2202', 'MODULE'), ('PS3880G', 'MODULE'), ('PS3271', 'MODULE'), ('SN3282', 'MODULE'), ('GEH1070', 'MODULE'), ('LAM1201', 'MODULE'), ('GE3255', 'MODULE'), ('GEH1079', 'MODULE'), ('ASP1201MS', 'MODULE'), ('GE3256', 'MODULE'), ('SN1101E', 'MODULE'), ('GES1028', 'MODULE'), ('NM3244', 'MODULE'), ('HSH1000', 'MODULE'), ('CH2295', 'MODULE'), ('NM2223', 'MODULE'), ('HS2923', 'MODULE'), ('GEH1054', 'MODULE'), ('GEH1053', 'MODULE'), ('NM2219', 'MODULE')]"
