Employee ID,Employee Name,NRIC,DOB,DOJ,Department,Modules Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12912,Shannon Owen,XXXXX666A,1990-07-12T00:00:00Z,2005-02-24T00:00:00Z,Social Work,SWM5106,"[('Shannon Owen', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SWM5106', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SWM5106', 'to_type': 'DEPARTMENT', 'to_id': 'Social Work', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SWM5106', 'to_type': 'STAFF', 'to_id': 'Shannon Owen', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Shannon Owen', 'to_type': 'DEPARTMENT', 'to_id': 'Social Work', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12913,Amy Valdez,XXXXX246A,1992-09-18T00:00:00Z,2001-04-06T00:00:00Z,NUS College Dean's Office,NPS2001A,"[('Amy Valdez', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NPS2001A', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NPS2001A', 'to_type': 'DEPARTMENT', 'to_id': ""NUS College Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NPS2001A', 'to_type': 'STAFF', 'to_id': 'Amy Valdez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Amy Valdez', 'to_type': 'DEPARTMENT', 'to_id': ""NUS College Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12914,Evelyn Castillo,XXXXX386A,1988-08-11T00:00:00Z,2000-08-29T00:00:00Z,FoL Dean's Office,LL4054,"[('Evelyn Castillo', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4054', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL4054', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL4054', 'to_type': 'STAFF', 'to_id': 'Evelyn Castillo', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Evelyn Castillo', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12915,Steven Griffin,XXXXX558A,1976-08-30T00:00:00Z,2006-03-30T00:00:00Z,Division of Graduate Medical Studies,VM5101,"[('Steven Griffin', 'STAFF')]","[('Division of Graduate Medical Studies', 'DEPARTMENT')]","[('VM5101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'VM5101', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'VM5101', 'to_type': 'STAFF', 'to_id': 'Steven Griffin', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Steven Griffin', 'to_type': 'DEPARTMENT', 'to_id': 'Division of Graduate Medical Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12916,Emily Carlson,XXXXX856A,1971-05-23T00:00:00Z,2005-02-26T00:00:00Z,Biological Sciences,LSM3266,"[('Emily Carlson', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('LSM3266', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LSM3266', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LSM3266', 'to_type': 'STAFF', 'to_id': 'Emily Carlson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Emily Carlson', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12917,Emily Kelley,XXXXX277A,1991-06-03T00:00:00Z,2001-07-06T00:00:00Z,Economics,ECA5304,"[('Emily Kelley', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('ECA5304', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ECA5304', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ECA5304', 'to_type': 'STAFF', 'to_id': 'Emily Kelley', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Emily Kelley', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12918,David Martin,XXXXX179A,1972-01-21T00:00:00Z,2007-11-19T00:00:00Z,BIZ Dean's Office,DMB1204ACC,"[('David Martin', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('DMB1204ACC', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DMB1204ACC', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DMB1204ACC', 'to_type': 'STAFF', 'to_id': 'David Martin', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'David Martin', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12919,Sandra Clark,XXXXX462A,1973-02-01T00:00:00Z,2001-06-20T00:00:00Z,NUS Medicine Dean's Office,BIH5004,"[('Sandra Clark', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('BIH5004', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BIH5004', 'to_type': 'DEPARTMENT', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BIH5004', 'to_type': 'STAFF', 'to_id': 'Sandra Clark', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sandra Clark', 'to_type': 'DEPARTMENT', 'to_id': ""NUS Medicine Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12920,Scott Fletcher,XXXXX992A,1992-07-26T00:00:00Z,2013-05-12T00:00:00Z,FoL Dean's Office,LL5012,"[('Scott Fletcher', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5012', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL5012', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL5012', 'to_type': 'STAFF', 'to_id': 'Scott Fletcher', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Scott Fletcher', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12921,Sergio Ayers,XXXXX472A,1970-06-21T00:00:00Z,2001-01-22T00:00:00Z,Information Systems and Analytics,BT4103,"[('Sergio Ayers', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('BT4103', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BT4103', 'to_type': 'DEPARTMENT', 'to_id': 'Information Systems and Analytics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BT4103', 'to_type': 'STAFF', 'to_id': 'Sergio Ayers', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sergio Ayers', 'to_type': 'DEPARTMENT', 'to_id': 'Information Systems and Analytics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12922,Robert Johnson,XXXXX243A,1986-11-16T00:00:00Z,2009-11-19T00:00:00Z,Centre for Language Studies,LAG4202,"[('Robert Johnson', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAG4202', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LAG4202', 'to_type': 'DEPARTMENT', 'to_id': 'Centre for Language Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LAG4202', 'to_type': 'STAFF', 'to_id': 'Robert Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Robert Johnson', 'to_type': 'DEPARTMENT', 'to_id': 'Centre for Language Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12923,Daniel Williams,XXXXX551A,1975-08-24T00:00:00Z,2006-06-17T00:00:00Z,Statistics and Data Science,ST5210,"[('Daniel Williams', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST5210', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ST5210', 'to_type': 'DEPARTMENT', 'to_id': 'Statistics and Data Science', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ST5210', 'to_type': 'STAFF', 'to_id': 'Daniel Williams', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Daniel Williams', 'to_type': 'DEPARTMENT', 'to_id': 'Statistics and Data Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12924,Steven Campbell,XXXXX175A,1982-02-14T00:00:00Z,2007-04-02T00:00:00Z,Civil and Environmental Engineering,CE5308A,"[('Steven Campbell', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5308A', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CE5308A', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CE5308A', 'to_type': 'STAFF', 'to_id': 'Steven Campbell', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Steven Campbell', 'to_type': 'DEPARTMENT', 'to_id': 'Civil and Environmental Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12925,Donald Cook,XXXXX611A,1978-12-18T00:00:00Z,2004-06-18T00:00:00Z,Food Science and Technology,FST3103,"[('Donald Cook', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST3103', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'FST3103', 'to_type': 'DEPARTMENT', 'to_id': 'Food Science and Technology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'FST3103', 'to_type': 'STAFF', 'to_id': 'Donald Cook', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Donald Cook', 'to_type': 'DEPARTMENT', 'to_id': 'Food Science and Technology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12926,Steve Lewis,XXXXX191A,1990-10-11T00:00:00Z,2003-01-26T00:00:00Z,Biological Sciences,BL5311,"[('Steve Lewis', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('BL5311', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BL5311', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BL5311', 'to_type': 'STAFF', 'to_id': 'Steve Lewis', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Steve Lewis', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12927,Christopher Murphy,XXXXX627A,1987-12-15T00:00:00Z,2009-07-21T00:00:00Z,Economics,PE4402E,"[('Christopher Murphy', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('PE4402E', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PE4402E', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PE4402E', 'to_type': 'STAFF', 'to_id': 'Christopher Murphy', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Christopher Murphy', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12928,Rick Torres,XXXXX256A,1971-01-13T00:00:00Z,2011-06-08T00:00:00Z,Yale-NUS College,YSS3243,"[('Rick Torres', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3243', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YSS3243', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YSS3243', 'to_type': 'STAFF', 'to_id': 'Rick Torres', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Rick Torres', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12929,Cynthia Melendez,XXXXX507A,1986-02-08T00:00:00Z,2003-02-11T00:00:00Z,NUS-ISS,ISY5002,"[('Cynthia Melendez', 'STAFF')]","[('NUS-ISS', 'DEPARTMENT')]","[('ISY5002', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ISY5002', 'to_type': 'DEPARTMENT', 'to_id': 'NUS-ISS', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ISY5002', 'to_type': 'STAFF', 'to_id': 'Cynthia Melendez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Cynthia Melendez', 'to_type': 'DEPARTMENT', 'to_id': 'NUS-ISS', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12930,Alan Huynh,XXXXX803A,1989-03-17T00:00:00Z,2005-07-01T00:00:00Z,Biological Sciences,LSM2234,"[('Alan Huynh', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('LSM2234', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LSM2234', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LSM2234', 'to_type': 'STAFF', 'to_id': 'Alan Huynh', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Alan Huynh', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12931,John Ortiz,XXXXX962A,1983-07-05T00:00:00Z,2000-11-23T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5803G,"[('John Ortiz', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5803G', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NUR5803G', 'to_type': 'DEPARTMENT', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NUR5803G', 'to_type': 'STAFF', 'to_id': 'John Ortiz', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'John Ortiz', 'to_type': 'DEPARTMENT', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12932,Anne Jordan,XXXXX169A,1971-05-06T00:00:00Z,2007-01-25T00:00:00Z,Statistics and Data Science,DSA1101,"[('Anne Jordan', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('DSA1101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DSA1101', 'to_type': 'DEPARTMENT', 'to_id': 'Statistics and Data Science', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DSA1101', 'to_type': 'STAFF', 'to_id': 'Anne Jordan', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Anne Jordan', 'to_type': 'DEPARTMENT', 'to_id': 'Statistics and Data Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12933,Austin Carr,XXXXX978A,1993-09-20T00:00:00Z,2003-02-27T00:00:00Z,Physics,PC3411,"[('Austin Carr', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC3411', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC3411', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC3411', 'to_type': 'STAFF', 'to_id': 'Austin Carr', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Austin Carr', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12934,Melanie Chavez,XXXXX531A,1969-10-15T00:00:00Z,2008-11-12T00:00:00Z,FASS DO/Office of Programmes,NHS3911EN,"[('Melanie Chavez', 'STAFF')]","[('FASS DO/Office of Programmes', 'DEPARTMENT')]","[('NHS3911EN', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NHS3911EN', 'to_type': 'DEPARTMENT', 'to_id': 'FASS DO/Office of Programmes', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NHS3911EN', 'to_type': 'STAFF', 'to_id': 'Melanie Chavez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Melanie Chavez', 'to_type': 'DEPARTMENT', 'to_id': 'FASS DO/Office of Programmes', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12935,Melinda Little,XXXXX342A,1985-05-25T00:00:00Z,2013-04-28T00:00:00Z,BIZ Dean's Office,RE5014,"[('Melinda Little', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('RE5014', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'RE5014', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'RE5014', 'to_type': 'STAFF', 'to_id': 'Melinda Little', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Melinda Little', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12936,Alisha Reyes,XXXXX615A,1984-06-17T00:00:00Z,2014-01-06T00:00:00Z,Yale-NUS College,YHU4278,"[('Alisha Reyes', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU4278', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YHU4278', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YHU4278', 'to_type': 'STAFF', 'to_id': 'Alisha Reyes', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Alisha Reyes', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12937,Kimberly Allen,XXXXX671A,1972-08-10T00:00:00Z,2002-03-20T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5702,"[('Kimberly Allen', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5702', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NUR5702', 'to_type': 'DEPARTMENT', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NUR5702', 'to_type': 'STAFF', 'to_id': 'Kimberly Allen', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kimberly Allen', 'to_type': 'DEPARTMENT', 'to_id': 'Alice Lee Center for Nursing Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12938,Shannon Benjamin,XXXXX562A,1971-09-13T00:00:00Z,2014-06-16T00:00:00Z,Residential College 4,UTC2726,"[('Shannon Benjamin', 'STAFF')]","[('Residential College 4', 'DEPARTMENT')]","[('UTC2726', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'UTC2726', 'to_type': 'DEPARTMENT', 'to_id': 'Residential College 4', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'UTC2726', 'to_type': 'STAFF', 'to_id': 'Shannon Benjamin', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Shannon Benjamin', 'to_type': 'DEPARTMENT', 'to_id': 'Residential College 4', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12939,Thomas Thomas,XXXXX141A,1985-12-14T00:00:00Z,2005-06-04T00:00:00Z,SSH School of Public Health Dean's Office,SPH5315,"[('Thomas Thomas', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH5315', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SPH5315', 'to_type': 'DEPARTMENT', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SPH5315', 'to_type': 'STAFF', 'to_id': 'Thomas Thomas', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Thomas Thomas', 'to_type': 'DEPARTMENT', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12940,Mark Johnson,XXXXX731A,1988-12-04T00:00:00Z,2003-12-23T00:00:00Z,Industrial Systems Engineering and Management,MT5026,"[('Mark Johnson', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('MT5026', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'MT5026', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'MT5026', 'to_type': 'STAFF', 'to_id': 'Mark Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mark Johnson', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12941,Michael Espinoza,XXXXX759A,1985-12-24T00:00:00Z,2010-08-18T00:00:00Z,FoL Dean's Office,LL5309V,"[('Michael Espinoza', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5309V', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL5309V', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL5309V', 'to_type': 'STAFF', 'to_id': 'Michael Espinoza', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michael Espinoza', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12942,Kathleen Lawrence,XXXXX136A,1991-09-15T00:00:00Z,2004-03-10T00:00:00Z,Yale-NUS College,YIR4306G,"[('Kathleen Lawrence', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR4306G', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YIR4306G', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YIR4306G', 'to_type': 'STAFF', 'to_id': 'Kathleen Lawrence', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kathleen Lawrence', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12943,Theresa Wilson,XXXXX467A,1990-12-14T00:00:00Z,2011-01-03T00:00:00Z,Yale-NUS College,YIR3307,"[('Theresa Wilson', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3307', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YIR3307', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YIR3307', 'to_type': 'STAFF', 'to_id': 'Theresa Wilson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Theresa Wilson', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12944,Angela Gonzalez,XXXXX981A,1983-04-16T00:00:00Z,2008-04-14T00:00:00Z,Biological Sciences,FSC3101,"[('Angela Gonzalez', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('FSC3101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'FSC3101', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'FSC3101', 'to_type': 'STAFF', 'to_id': 'Angela Gonzalez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Angela Gonzalez', 'to_type': 'DEPARTMENT', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12945,Michael Hernandez,XXXXX874A,1982-02-03T00:00:00Z,2000-08-08T00:00:00Z,History,HY4401HM,"[('Michael Hernandez', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY4401HM', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HY4401HM', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HY4401HM', 'to_type': 'STAFF', 'to_id': 'Michael Hernandez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michael Hernandez', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12946,Terry White,XXXXX783A,1976-05-04T00:00:00Z,2002-05-19T00:00:00Z,Communications and New Media,NMC5364,"[('Terry White', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NMC5364', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NMC5364', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NMC5364', 'to_type': 'STAFF', 'to_id': 'Terry White', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Terry White', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12947,Sabrina Smith,XXXXX852A,1982-05-16T00:00:00Z,2007-11-05T00:00:00Z,BIZ Dean's Office,BWS3806,"[('Sabrina Smith', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BWS3806', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BWS3806', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BWS3806', 'to_type': 'STAFF', 'to_id': 'Sabrina Smith', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sabrina Smith', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12948,Brandy Chavez,XXXXX272A,1988-04-03T00:00:00Z,2010-01-24T00:00:00Z,Office of the Provost,DMX1501,"[('Brandy Chavez', 'STAFF')]","[('Office of the Provost', 'DEPARTMENT')]","[('DMX1501', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DMX1501', 'to_type': 'DEPARTMENT', 'to_id': 'Office of the Provost', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DMX1501', 'to_type': 'STAFF', 'to_id': 'Brandy Chavez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Brandy Chavez', 'to_type': 'DEPARTMENT', 'to_id': 'Office of the Provost', 'type': 'EMPLOYED_UNDER'}]"
