Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second Major,Modules_Completed,Grades
Dean Hartman,A0258151X,XXXXX596Z,3,Arts and Social Science,Social Work,,"['LAM1201', 'JS1101E', 'MS3218', 'CH1101E', 'SC3101', 'EL2207', 'SC2212', 'GET1023', 'DMA1401PH', 'GEC1004', 'AN2205', 'LAJ1201', 'LAM2201', 'SC2208', 'HS2914', 'LAT1201', 'SC3225', 'GEC1001', 'GE3254', 'GEI1001', 'EC3551', 'GEH1079', 'NM2101', 'PL3551R']","{'LAM1201': 'A', 'JS1101E': 'D', 'MS3218': 'C+', 'CH1101E': 'F', 'SC3101': 'C', 'EL2207': 'A', 'SC2212': 'A', 'GET1023': 'D', 'DMA1401PH': 'B+', 'GEC1004': 'B', 'AN2205': 'A', 'LAJ1201': 'A-', 'LAM2201': 'C+', 'SC2208': 'B', 'HS2914': 'F', 'LAT1201': 'D', 'SC3225': 'B-', 'GEC1001': 'C+', 'GE3254': 'A+', 'GEI1001': 'B-', 'EC3551': 'B-', 'GEH1079': 'B-', 'NM2101': 'D', 'PL3551R': 'B+'}"
Blake Marshall,A0220930E,XXXXX955Z,2,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR1124', 'NUR2106B', 'NUR1202C', 'NUR2203C', 'GET1022', 'NUR2441A', 'GEH1043', 'NUR1125', 'NUR2503', 'GEC1011', 'HS2924', 'MIH1102', 'MIC2000A', 'NUR1123', 'MIH2201', 'ALS1010']","{'NUR1124': 'A+', 'NUR2106B': 'A', 'NUR1202C': 'C+', 'NUR2203C': 'A+', 'GET1022': 'B', 'NUR2441A': 'C', 'GEH1043': 'D', 'NUR1125': 'D', 'NUR2503': 'B-', 'GEC1011': 'B-', 'HS2924': 'F', 'MIH1102': 'B', 'MIC2000A': 'A-', 'NUR1123': 'A-', 'MIH2201': 'A-', 'ALS1010': 'F'}"
Eric Garcia,A0239831U,XXXXX740Z,4,YST Conservatory of Music,Music,,"['MUT3224', 'MUA1190', 'MUA3224', 'GET1040', 'MUA3221', 'MUA2256', 'MUA1240', 'MUA1172', 'MUA3188', 'MUT3216', 'MUL2109', 'MUA1159', 'MUA3271', 'MUA3181', 'MUA3179', 'GEH1060', 'MUT3113', 'MUA4201', 'MUA1170', 'MUA1107', 'MUA3194', 'MUA1115', 'MUL1105', 'MUA2177', 'CFA1111A', 'MUA3228', 'MUA4215', 'MUA4154', 'MUA3189', 'MUA3178', 'MUA3230', 'MUA3154']","{'MUT3224': 'F', 'MUA1190': 'D', 'MUA3224': 'F', 'GET1040': 'B-', 'MUA3221': 'F', 'MUA2256': 'D', 'MUA1240': 'A+', 'MUA1172': 'C', 'MUA3188': 'C+', 'MUT3216': 'A+', 'MUL2109': 'B+', 'MUA1159': 'B+', 'MUA3271': 'C+', 'MUA3181': 'B', 'MUA3179': 'A-', 'GEH1060': 'A-', 'MUT3113': 'C+', 'MUA4201': 'B+', 'MUA1170': 'C+', 'MUA1107': 'D', 'MUA3194': 'C+', 'MUA1115': 'A+', 'MUL1105': 'B+', 'MUA2177': 'A-', 'CFA1111A': 'C+', 'MUA3228': 'F', 'MUA4215': 'F', 'MUA4154': 'B', 'MUA3189': 'A', 'MUA3178': 'B+', 'MUA3230': 'A+', 'MUA3154': 'C+'}"
Jeffrey Moss,A0252313I,XXXXX726Z,2,Computing,Computer Science,,"['GEI1000', 'CS1010E', 'CP1008', 'IS1128', 'IS2238', 'IT1244', 'CS2040', 'DMC1401', 'CS2220', 'CS2102', 'CS2105', 'CS2108', 'CS1231R', 'CS2107', 'CP2106', 'CS2100']","{'GEI1000': 'C+', 'CS1010E': 'A+', 'CP1008': 'C+', 'IS1128': 'A', 'IS2238': 'C+', 'IT1244': 'C+', 'CS2040': 'A-', 'DMC1401': 'B+', 'CS2220': 'A-', 'CS2102': 'C+', 'CS2105': 'C+', 'CS2108': 'D', 'CS1231R': 'B+', 'CS2107': 'A', 'CP2106': 'B', 'CS2100': 'A'}"
Hannah Newton,A0297794A,XXXXX855Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['MIC2000A', 'MD3140E', 'NUR1123', 'MIH1101', 'NUR1108C', 'NUR1202C', 'ALS1010', 'NUR3120', 'HS2924', 'MIH1102', 'NUR3505', 'NUR3105C', 'NUR3507', 'NUR1107B', 'MD1902', 'NUR2500', 'NUR3116C', 'NUR3503', 'NUR3506', 'NUR2441A', 'NUR3501', 'MD1903', 'MIH2201', 'GET1022']","{'MIC2000A': 'A', 'MD3140E': 'B', 'NUR1123': 'A', 'MIH1101': 'A-', 'NUR1108C': 'A-', 'NUR1202C': 'A', 'ALS1010': 'F', 'NUR3120': 'C+', 'HS2924': 'C', 'MIH1102': 'B-', 'NUR3505': 'A-', 'NUR3105C': 'F', 'NUR3507': 'B', 'NUR1107B': 'A-', 'MD1902': 'A-', 'NUR2500': 'C', 'NUR3116C': 'F', 'NUR3503': 'A-', 'NUR3506': 'B+', 'NUR2441A': 'D', 'NUR3501': 'D', 'MD1903': 'F', 'MIH2201': 'F', 'GET1022': 'F'}"
Amanda Rose,A0269142I,XXXXX380Z,3,Science,"Philosophy, Politics &Economics",,"['ST3313', 'ENV3206', 'UTOS2002B', 'FST3310', 'DSA2312', 'QF2310', 'ST2313', 'UTOS2002P', 'ST3288R', 'FST3181', 'PC3289', 'HS1502', 'UTOS2001M', 'ZB3312', 'PC3239', 'UTOS2001F', 'ENV2102', 'CM3289R', 'GEH1050', 'PHS1101', 'UTOS2201', 'FSC2101', 'HS1404S', 'ENV2289']","{'ST3313': 'D', 'ENV3206': 'A+', 'UTOS2002B': 'B+', 'FST3310': 'B-', 'DSA2312': 'A+', 'QF2310': 'B', 'ST2313': 'A', 'UTOS2002P': 'C', 'ST3288R': 'B', 'FST3181': 'B', 'PC3289': 'A+', 'HS1502': 'A', 'UTOS2001M': 'B', 'ZB3312': 'F', 'PC3239': 'B', 'UTOS2001F': 'A-', 'ENV2102': 'D', 'CM3289R': 'F', 'GEH1050': 'B+', 'PHS1101': 'C+', 'UTOS2201': 'C+', 'FSC2101': 'A', 'HS1404S': 'B-', 'ENV2289': 'A'}"
Jeffrey Barry,A0258971N,XXXXX627Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['MIH1101', 'MD3140E', 'MIH1102', 'GEC1011', 'NUR1123', 'HS2924', 'NUR2106B', 'NUR2502', 'NUR3502', 'NUR3119', 'NUR3116C', 'NUR1202C', 'NUR3202C', 'NUR1114A', 'MD1902', 'NUR3105B', 'NUR2107B', 'NUR1107B', 'NUR2501', 'NUR3501', 'NUR3120', 'NUR2204C', 'NUR3506', 'MD3140T']","{'MIH1101': 'B+', 'MD3140E': 'B+', 'MIH1102': 'D', 'GEC1011': 'A+', 'NUR1123': 'C+', 'HS2924': 'A-', 'NUR2106B': 'B-', 'NUR2502': 'A', 'NUR3502': 'A+', 'NUR3119': 'C+', 'NUR3116C': 'C', 'NUR1202C': 'B+', 'NUR3202C': 'B', 'NUR1114A': 'B+', 'MD1902': 'B-', 'NUR3105B': 'B-', 'NUR2107B': 'C', 'NUR1107B': 'C', 'NUR2501': 'B+', 'NUR3501': 'F', 'NUR3120': 'C', 'NUR2204C': 'A+', 'NUR3506': 'A', 'MD3140T': 'B'}"
Taylor Miller,A0261859D,XXXXX573Z,3,Science,Data Science and Analytics,Music,"['QF2310', 'PHS2312', 'ENV2288', 'DSA3310', 'COS1000', 'HS1502', 'CM3313', 'PR1154', 'SP2271', 'FDP2021', 'PC2411', 'UTOS2001F', 'ENV3104', 'SP3275', 'HS1402S', 'UTOS2002R', 'ST3288', 'MA3289', 'PC2239', 'DSA3312', 'FST2313', 'UTOS2002M', 'CM3289R', 'FDP2011']","{'QF2310': 'D', 'PHS2312': 'C+', 'ENV2288': 'A', 'DSA3310': 'B-', 'COS1000': 'D', 'HS1502': 'B-', 'CM3313': 'C+', 'PR1154': 'B+', 'SP2271': 'C', 'FDP2021': 'B', 'PC2411': 'B+', 'UTOS2001F': 'A+', 'ENV3104': 'C+', 'SP3275': 'C', 'HS1402S': 'F', 'UTOS2002R': 'B', 'ST3288': 'C', 'MA3289': 'F', 'PC2239': 'A-', 'DSA3312': 'B-', 'FST2313': 'A', 'UTOS2002M': 'A', 'CM3289R': 'D', 'FDP2011': 'A'}"
Michael Smith,A0203562I,XXXXX613Z,4,YST Conservatory of Music,Music,Computer Science,"['MUA1196', 'GEC1023', 'MUT3216', 'MUA2154', 'CFA1111A', 'MUT1201', 'MUH3205', 'MUA3196', 'MUA3153', 'GEH1060', 'MUH1101', 'MUA1240', 'GES1020', 'MUL1105', 'MUT3113', 'MUA2177', 'MUA3115', 'MUL2109', 'MUA2255A', 'MUA3219', 'MUA1154', 'MUA3230', 'MUA1101', 'MUA4215', 'MUA3181', 'MUL2110', 'MUA4154', 'MUA1223', 'MUA1153', 'MUT1102', 'MUA1109', 'MUA3113']","{'MUA1196': 'F', 'GEC1023': 'B+', 'MUT3216': 'B+', 'MUA2154': 'C+', 'CFA1111A': 'B+', 'MUT1201': 'B+', 'MUH3205': 'D', 'MUA3196': 'B', 'MUA3153': 'A', 'GEH1060': 'F', 'MUH1101': 'C', 'MUA1240': 'A+', 'GES1020': 'F', 'MUL1105': 'C+', 'MUT3113': 'B-', 'MUA2177': 'B+', 'MUA3115': 'C', 'MUL2109': 'B-', 'MUA2255A': 'B+', 'MUA3219': 'A', 'MUA1154': 'C', 'MUA3230': 'A-', 'MUA1101': 'A+', 'MUA4215': 'A+', 'MUA3181': 'B', 'MUL2110': 'A+', 'MUA4154': 'A+', 'MUA1223': 'B-', 'MUA1153': 'B-', 'MUT1102': 'B-', 'MUA1109': 'D', 'MUA3113': 'F'}"
Anna King,A0264757Z,XXXXX665Z,2,NUS Business School,Business Administration,Data Science and Analytics,"['BPM1702', 'GESS1019', 'MNO1706C', 'GESS1018', 'RE1706', 'BPM1705', 'STR1000', 'DMB1202DO', 'DMB1203DO', 'ACC1701D', 'ACC1701A', 'GESS1036', 'DMB1204MKT', 'RE2705', 'DMB1204FIN', 'RE1901']","{'BPM1702': 'F', 'GESS1019': 'A', 'MNO1706C': 'B+', 'GESS1018': 'C', 'RE1706': 'D', 'BPM1705': 'B', 'STR1000': 'D', 'DMB1202DO': 'B+', 'DMB1203DO': 'F', 'ACC1701D': 'B', 'ACC1701A': 'B+', 'GESS1036': 'B+', 'DMB1204MKT': 'C', 'RE2705': 'C', 'DMB1204FIN': 'B-', 'RE1901': 'A'}"
Nicholas York,A0276984R,XXXXX398Z,4,Law,Law,,"['LL4367V', 'LL4518', 'LL4244V', 'LL4054', 'LL4407', 'LL4303V', 'LL4339', 'LL4140V', 'LL4277V', 'LL4527V', 'LC1002I', 'LL4094BV', 'LL4094CV', 'LL4350V', 'LL4007', 'LL4489V', 'LL4029AV', 'LC1001B', 'LC1016', 'LL4475V', 'LL4004V', 'LL4327V', 'LC1003', 'LC2008D', 'LL4034V', 'LL4089V', 'LC1002H', 'LL4044V', 'LL4032', 'LL4519', 'LL4018V', 'LL4276V']","{'LL4367V': 'D', 'LL4518': 'C+', 'LL4244V': 'B+', 'LL4054': 'D', 'LL4407': 'B', 'LL4303V': 'B+', 'LL4339': 'A+', 'LL4140V': 'C', 'LL4277V': 'B+', 'LL4527V': 'B+', 'LC1002I': 'A', 'LL4094BV': 'B+', 'LL4094CV': 'B+', 'LL4350V': 'F', 'LL4007': 'A+', 'LL4489V': 'A-', 'LL4029AV': 'B+', 'LC1001B': 'F', 'LC1016': 'C+', 'LL4475V': 'D', 'LL4004V': 'A', 'LL4327V': 'B+', 'LC1003': 'A', 'LC2008D': 'A+', 'LL4034V': 'C+', 'LL4089V': 'B+', 'LC1002H': 'B', 'LL4044V': 'A+', 'LL4032': 'B+', 'LL4519': 'A+', 'LL4018V': 'B+', 'LL4276V': 'F'}"
David Watts,A0227976X,XXXXX265Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR2203C', 'NUR3500', 'HS2924', 'NUR3507', 'NUR2124', 'NUR3119', 'NUR3204C', 'NUR2106B', 'NUR3205D', 'NUR3120', 'ALS1010', 'NUR3116C', 'NUR3501', 'NUR3105B', 'MD1903', 'GEC1011', 'MIH2201', 'NUR1124', 'NUR3106B', 'NUR3505', 'NUR3105C', 'NUR3116B', 'NUR2204C', 'MIH1101']","{'NUR2203C': 'F', 'NUR3500': 'A+', 'HS2924': 'A-', 'NUR3507': 'B-', 'NUR2124': 'D', 'NUR3119': 'B', 'NUR3204C': 'A', 'NUR2106B': 'B', 'NUR3205D': 'B', 'NUR3120': 'B', 'ALS1010': 'C', 'NUR3116C': 'C', 'NUR3501': 'C', 'NUR3105B': 'C', 'MD1903': 'A+', 'GEC1011': 'F', 'MIH2201': 'F', 'NUR1124': 'D', 'NUR3106B': 'B-', 'NUR3505': 'C', 'NUR3105C': 'B-', 'NUR3116B': 'A', 'NUR2204C': 'B+', 'MIH1101': 'D'}"
Sean Pugh,A0290488D,XXXXX143Z,3,Computing,Business Analytics,,"['CS3245R', 'IS1108', 'CP3106', 'IS2218', 'DMC1401IS', 'CP3108B', 'IS3103', 'CP1008', 'IT2900', 'IS2238', 'CS1010S', 'CP3208', 'CP3209R', 'CS2040C', 'IS3251', 'DMC1401CS', 'CS2030', 'IT3010', 'CP3108A', 'CS2107', 'CP3107', 'CS2103R', 'CS3230', 'CP2107']","{'CS3245R': 'C', 'IS1108': 'B+', 'CP3106': 'A', 'IS2218': 'D', 'DMC1401IS': 'A+', 'CP3108B': 'C', 'IS3103': 'C', 'CP1008': 'A-', 'IT2900': 'A', 'IS2238': 'B-', 'CS1010S': 'A-', 'CP3208': 'B', 'CP3209R': 'C+', 'CS2040C': 'C', 'IS3251': 'B-', 'DMC1401CS': 'A', 'CS2030': 'C+', 'IT3010': 'B+', 'CP3108A': 'B', 'CS2107': 'C', 'CP3107': 'A-', 'CS2103R': 'B+', 'CS3230': 'C+', 'CP2107': 'A'}"
Russell Meyer,A0208206X,XXXXX402Z,4,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR3505', 'NUR1108C', 'NUR2501', 'NUR2500', 'MIH1102', 'MD3140E', 'NUR4103B', 'MIC2000A', 'NUR2124', 'NUR3116C', 'MIH2202', 'NUR3501', 'NUR3205D', 'NUR1123', 'GEC1011', 'NUR1113A', 'NUR2203C', 'NUR3500', 'NUR3120', 'NUR3106B', 'NUR3507', 'NUR1125', 'NUR1114A', 'NUR3503', 'NUR2204C', 'MD3140T', 'NUR1107B', 'NUR3504', 'HS2924', 'NUR1124', 'NUR3202C', 'NUR3117A']","{'NUR3505': 'C+', 'NUR1108C': 'C+', 'NUR2501': 'F', 'NUR2500': 'F', 'MIH1102': 'A+', 'MD3140E': 'A-', 'NUR4103B': 'C', 'MIC2000A': 'A+', 'NUR2124': 'C+', 'NUR3116C': 'A', 'MIH2202': 'F', 'NUR3501': 'D', 'NUR3205D': 'A-', 'NUR1123': 'F', 'GEC1011': 'B-', 'NUR1113A': 'B-', 'NUR2203C': 'C', 'NUR3500': 'A', 'NUR3120': 'F', 'NUR3106B': 'A+', 'NUR3507': 'F', 'NUR1125': 'F', 'NUR1114A': 'B+', 'NUR3503': 'D', 'NUR2204C': 'A+', 'MD3140T': 'C+', 'NUR1107B': 'B', 'NUR3504': 'A', 'HS2924': 'B+', 'NUR1124': 'A-', 'NUR3202C': 'C', 'NUR3117A': 'A+'}"
Judith Brown,A0221638Y,XXXXX222Z,1,Arts and Social Science,Economics,Music,"['GES1028', 'HSS1000', 'GEC1001', 'GEC1050', 'GET1002', 'GESS1007', 'ASP1201MS', 'GEH1009']","{'GES1028': 'A', 'HSS1000': 'A+', 'GEC1001': 'B-', 'GEC1050': 'B', 'GET1002': 'B-', 'GESS1007': 'D', 'ASP1201MS': 'D', 'GEH1009': 'A'}"
Bridget Lopez,A0285398N,XXXXX391Z,4,YST Conservatory of Music,Music,,"['GESS1015', 'MUA3221', 'CFA1101B', 'MUA3224', 'MUA2109', 'MUA3230', 'MUA4175', 'MUA1240', 'MUA1165', 'MUA3213', 'MUL2109', 'MUT3113', 'MUA1192', 'MUA2255', 'MUA3205', 'MUA2256', 'MUT1101', 'MUA3188', 'MUA2205', 'MUA3113', 'MUA3179', 'MUA2255B', 'MUT4201', 'MUA1163', 'MUA3154', 'MUA2204', 'MUA1159', 'MUA1196', 'MUA3271', 'MUH1101', 'MUA3256', 'MUA1111']","{'GESS1015': 'A-', 'MUA3221': 'B', 'CFA1101B': 'A-', 'MUA3224': 'B-', 'MUA2109': 'B', 'MUA3230': 'A+', 'MUA4175': 'A-', 'MUA1240': 'B-', 'MUA1165': 'F', 'MUA3213': 'C+', 'MUL2109': 'A-', 'MUT3113': 'B+', 'MUA1192': 'A-', 'MUA2255': 'B+', 'MUA3205': 'D', 'MUA2256': 'C', 'MUT1101': 'D', 'MUA3188': 'B+', 'MUA2205': 'A+', 'MUA3113': 'A', 'MUA3179': 'D', 'MUA2255B': 'A+', 'MUT4201': 'A+', 'MUA1163': 'B', 'MUA3154': 'B+', 'MUA2204': 'C', 'MUA1159': 'B', 'MUA1196': 'A', 'MUA3271': 'B+', 'MUH1101': 'B', 'MUA3256': 'C+', 'MUA1111': 'A-'}"
Tracy Harding,A0256016D,XXXXX512Z,2,College of Design and Engineering,Landscape Architecture,,"['LAD2006', 'LAD2004', 'PF2504', 'AR1328A', 'PF2109', 'ID2122', 'EG1311', 'PF2102', 'IE2110', 'CDE2605R', 'CDE2503', 'ME2162', 'PF2505', 'IPM1103', 'EE2111A', 'IE1111R']","{'LAD2006': 'B-', 'LAD2004': 'B+', 'PF2504': 'D', 'AR1328A': 'B-', 'PF2109': 'C+', 'ID2122': 'B+', 'EG1311': 'A-', 'PF2102': 'A-', 'IE2110': 'B+', 'CDE2605R': 'C', 'CDE2503': 'A+', 'ME2162': 'D', 'PF2505': 'A', 'IPM1103': 'C', 'EE2111A': 'A-', 'IE1111R': 'A-'}"
Robert Gutierrez,A0253291U,XXXXX877Z,3,Arts and Social Science,History,,"['NM3550C', 'IPS3550', 'LAC1201', 'MS3211', 'EC1101E', 'MS2210', 'SN2234', 'GEH1070', 'SN3275', 'HS1401A', 'GEH1045', 'PS3272', 'GEX1000', 'JS2232', 'SC3219', 'SW1101E', 'GESS1029', 'EL1101E', 'CH3293', 'PS3240', 'CL3211', 'GEX1010', 'GEH1013', 'EL3216']","{'NM3550C': 'C', 'IPS3550': 'A-', 'LAC1201': 'B', 'MS3211': 'A', 'EC1101E': 'B', 'MS2210': 'A+', 'SN2234': 'D', 'GEH1070': 'B+', 'SN3275': 'C', 'HS1401A': 'C', 'GEH1045': 'A', 'PS3272': 'D', 'GEX1000': 'B+', 'JS2232': 'A+', 'SC3219': 'D', 'SW1101E': 'B+', 'GESS1029': 'F', 'EL1101E': 'C+', 'CH3293': 'C', 'PS3240': 'B+', 'CL3211': 'B', 'GEX1010': 'B-', 'GEH1013': 'B-', 'EL3216': 'B'}"
Tyler Ellis,A0209427A,XXXXX396Z,2,College of Design and Engineering,Mechanical Engineering,,"['EE2111A', 'CDE2701A', 'CE2003', 'LAD2005', 'AR2328', 'CN2105', 'ME1102', 'ID1119', 'AR2227', 'LAD2007', 'IPM1102', 'GEC1040', 'ID1114', 'ID2116', 'CN2103', 'ID1116']","{'EE2111A': 'C+', 'CDE2701A': 'F', 'CE2003': 'B-', 'LAD2005': 'C+', 'AR2328': 'F', 'CN2105': 'A', 'ME1102': 'A-', 'ID1119': 'C+', 'AR2227': 'C', 'LAD2007': 'A-', 'IPM1102': 'B-', 'GEC1040': 'B+', 'ID1114': 'F', 'ID2116': 'B', 'CN2103': 'B+', 'ID1116': 'C+'}"
Tiffany Morris,A0210163B,XXXXX562Z,3,NUS Business School,Business Administration,,"['DMB1203ACC', 'MKT1705X', 'RE3701', 'BSN3703', 'RE3704', 'BI3704R', 'BI3003C', 'BI3003D', 'BI3708A', 'STR1000', 'MKT3752', 'MNO1706D', 'RE3805', 'BI3002A', 'MNO1706A', 'BI3704A', 'BI3001B', 'DMB1202ACC', 'DAO2703', 'DOS3702', 'DMB1204FIN', 'BST3762', 'BSN3751', 'MNO2706']","{'DMB1203ACC': 'B', 'MKT1705X': 'B-', 'RE3701': 'A', 'BSN3703': 'B-', 'RE3704': 'A+', 'BI3704R': 'A', 'BI3003C': 'C+', 'BI3003D': 'C', 'BI3708A': 'C+', 'STR1000': 'D', 'MKT3752': 'D', 'MNO1706D': 'D', 'RE3805': 'A', 'BI3002A': 'F', 'MNO1706A': 'A+', 'BI3704A': 'D', 'BI3001B': 'C+', 'DMB1202ACC': 'C', 'DAO2703': 'A-', 'DOS3702': 'A+', 'DMB1204FIN': 'C', 'BST3762': 'F', 'BSN3751': 'A', 'MNO2706': 'C'}"
Matthew Ponce MD,A0224811A,XXXXX334Z,1,Arts and Social Science,Psychology,,"['DMA1401PH', 'GEH1079', 'GEI1002', 'GEH1053', 'GES1009', 'GEX1011', 'GEC1052', 'GET1041']","{'DMA1401PH': 'B-', 'GEH1079': 'A-', 'GEI1002': 'D', 'GEH1053': 'C', 'GES1009': 'D', 'GEX1011': 'B+', 'GEC1052': 'A-', 'GET1041': 'C+'}"
Michael Manning,A0265799E,XXXXX715Z,4,Computing,Computer Science,,"['CP2201', 'DMC1401CS', 'IS2218', 'CS3236R', 'DMC1401IS', 'CS3245R', 'DMC1401', 'IT1244', 'CS1010', 'CP3201', 'XFC4102', 'CP3209R', 'IS4303', 'IT2900', 'CS2100', 'CS1010R', 'CS2103R', 'CP3209', 'IS2238', 'CS2030S', 'CS3210', 'CS2104', 'CS1231R', 'IS4302', 'BT3102', 'BT4012', 'GEI1000', 'IS2102', 'CS4215', 'CP4101', 'IS1108', 'CS3237']","{'CP2201': 'C+', 'DMC1401CS': 'C', 'IS2218': 'B+', 'CS3236R': 'C', 'DMC1401IS': 'A-', 'CS3245R': 'B', 'DMC1401': 'B+', 'IT1244': 'A-', 'CS1010': 'C+', 'CP3201': 'F', 'XFC4102': 'C+', 'CP3209R': 'A+', 'IS4303': 'A+', 'IT2900': 'A-', 'CS2100': 'F', 'CS1010R': 'B+', 'CS2103R': 'C', 'CP3209': 'C', 'IS2238': 'D', 'CS2030S': 'A+', 'CS3210': 'B-', 'CS2104': 'A', 'CS1231R': 'B-', 'IS4302': 'F', 'BT3102': 'C+', 'BT4012': 'D', 'GEI1000': 'B+', 'IS2102': 'B+', 'CS4215': 'F', 'CP4101': 'A-', 'IS1108': 'B+', 'CS3237': 'B+'}"
Ashley Sims,A0232043D,XXXXX199Z,1,NUS Business School,Business Administration,,"['MKT1705A', 'RE1702', 'BPM1701', 'MNO1706X', 'DMB1203FIN', 'ACC1701X', 'DMB1202FIN', 'DMB1204ACC']","{'MKT1705A': 'A-', 'RE1702': 'A', 'BPM1701': 'F', 'MNO1706X': 'A+', 'DMB1203FIN': 'B+', 'ACC1701X': 'A-', 'DMB1202FIN': 'C', 'DMB1204ACC': 'A'}"
Jennifer Zhang,A0266566B,XXXXX699Z,4,Law,Law,,"['LL4094GV', 'LL4219', 'LL4213V', 'LL4094DV', 'LL4342V', 'LL4295', 'LL4322', 'LC1002J', 'LL4208V', 'LC1001H', 'LL4496V', 'LL4054', 'LL4518', 'LC1002C', 'LL4402', 'LL4063V', 'LL4436V', 'LL4450V', 'LL4064V', 'LL4177V', 'LL4483V', 'LC2008H', 'LL4004V', 'LL4029BV', 'LL4032', 'LC2006G', 'LL4043', 'LC1025', 'LL4024V', 'LC2012', 'LL4514V', 'LL4405A']","{'LL4094GV': 'D', 'LL4219': 'A+', 'LL4213V': 'A-', 'LL4094DV': 'C', 'LL4342V': 'A-', 'LL4295': 'A', 'LL4322': 'B-', 'LC1002J': 'B+', 'LL4208V': 'A', 'LC1001H': 'A+', 'LL4496V': 'A', 'LL4054': 'A+', 'LL4518': 'B-', 'LC1002C': 'A+', 'LL4402': 'C+', 'LL4063V': 'F', 'LL4436V': 'B', 'LL4450V': 'C', 'LL4064V': 'A', 'LL4177V': 'B+', 'LL4483V': 'F', 'LC2008H': 'B-', 'LL4004V': 'F', 'LL4029BV': 'D', 'LL4032': 'B+', 'LC2006G': 'A+', 'LL4043': 'B', 'LC1025': 'A-', 'LL4024V': 'A+', 'LC2012': 'F', 'LL4514V': 'A-', 'LL4405A': 'A-'}"
Rodney Jones,A0289886U,XXXXX256Z,3,Science,Pharmacy,,"['ENV1101', 'ST3310', 'PR1150', 'LSM3312', 'UTOS2201P', 'FDP2021', 'UTOS2201S', 'DSA2312', 'PC3289N', 'UTOS2002', 'ENV2288', 'CM3313', 'GET1020', 'UTOS2201B', 'CM3288R', 'ENV2103', 'LSM1301', 'ENV3206', 'ST3311', 'HS2904', 'PC3289Q', 'GEH1050', 'MA2310', 'ENV3289R']","{'ENV1101': 'D', 'ST3310': 'D', 'PR1150': 'D', 'LSM3312': 'C', 'UTOS2201P': 'B-', 'FDP2021': 'A+', 'UTOS2201S': 'A+', 'DSA2312': 'B', 'PC3289N': 'B+', 'UTOS2002': 'A+', 'ENV2288': 'B', 'CM3313': 'A+', 'GET1020': 'A', 'UTOS2201B': 'C+', 'CM3288R': 'B+', 'ENV2103': 'A', 'LSM1301': 'C', 'ENV3206': 'A', 'ST3311': 'A+', 'HS2904': 'D', 'PC3289Q': 'A', 'GEH1050': 'A', 'MA2310': 'A+', 'ENV3289R': 'B+'}"
Madison Lin,A0285662M,XXXXX236Z,2,Law,Law,,"['LC1001C', 'LC2009', 'LC1001D', 'LC1002I', 'LC1002J', 'LC1002B', 'LC2008H', 'LC1001G', 'LC1025', 'LC2006C', 'LC2006D', 'LC2006E', 'LC2013', 'LC2010E', 'LC1002H', 'LC1003']","{'LC1001C': 'D', 'LC2009': 'B+', 'LC1001D': 'D', 'LC1002I': 'A+', 'LC1002J': 'A+', 'LC1002B': 'F', 'LC2008H': 'A-', 'LC1001G': 'D', 'LC1025': 'B-', 'LC2006C': 'A-', 'LC2006D': 'A-', 'LC2006E': 'A+', 'LC2013': 'C', 'LC2010E': 'D', 'LC1002H': 'A+', 'LC1003': 'C+'}"
Ronald Avila,A0213088E,XXXXX580Z,4,Computing,Computer Science,,"['IT1244', 'CP3208', 'BT4101', 'CS1010E', 'CS1010R', 'GEI1000', 'CS3245R', 'CS3236R', 'CP3106', 'DMC1401IS', 'CS2103R', 'IT3010', 'CP2106', 'CS2040', 'CS3231', 'IT2900', 'CP3201', 'CS2113', 'CP3108A', 'BT2102', 'CP3209', 'CS4261', 'XFC4101', 'DMC1401', 'BT3103', 'CS3216', 'CS3237', 'CP4101', 'CS3230', 'CS3233', 'BT4103', 'CS3219']","{'IT1244': 'D', 'CP3208': 'C', 'BT4101': 'C', 'CS1010E': 'B+', 'CS1010R': 'B', 'GEI1000': 'D', 'CS3245R': 'B', 'CS3236R': 'A+', 'CP3106': 'B-', 'DMC1401IS': 'A+', 'CS2103R': 'B', 'IT3010': 'C+', 'CP2106': 'A-', 'CS2040': 'B+', 'CS3231': 'B-', 'IT2900': 'A+', 'CP3201': 'B', 'CS2113': 'C+', 'CP3108A': 'B-', 'BT2102': 'C+', 'CP3209': 'A', 'CS4261': 'C+', 'XFC4101': 'A', 'DMC1401': 'A', 'BT3103': 'A+', 'CS3216': 'B-', 'CS3237': 'C+', 'CP4101': 'B+', 'CS3230': 'A+', 'CS3233': 'A', 'BT4103': 'A', 'CS3219': 'B+'}"
