Subject,Predicate,Object,Predicate2,Object2
Martha Douglas,takes_module,IS3251,and_scored,F
Martha Douglas,takes_module,CS2040C,and_scored,A+
Martha Douglas,takes_module,CP3880,and_scored,F
Martha Douglas,takes_module,BT4015,and_scored,B+
Eric Rasmussen,takes_module,NUR4103B,and_scored,B-
Eric Rasmussen,takes_module,NUR3501,and_scored,A+
Eric Rasmussen,takes_module,NUR3506,and_scored,A+
Eric Rasmussen,takes_module,NUR2203C,and_scored,C
Eric Rasmussen,takes_module,NUR2107B,and_scored,C+
Eric Rasmussen,takes_module,NUR4101B,and_scored,B-
Eric Rasmussen,takes_module,MD3140E,and_scored,C+
Eric Rasmussen,takes_module,NUR3205D,and_scored,B+
Eric Rasmussen,takes_module,NUR1114A,and_scored,B-
Eric Rasmussen,takes_module,NUR2500,and_scored,A+
Eric Rasmussen,takes_module,MIH2201,and_scored,F
Eric Rasmussen,takes_module,NUR2204C,and_scored,A+
Eric Rasmussen,takes_module,NUR1125,and_scored,B+
Eric Rasmussen,takes_module,NUR2125,and_scored,C
Eric Rasmussen,takes_module,NUR3120,and_scored,A+
Eric Rasmussen,takes_module,NUR3105C,and_scored,C
Eric Rasmussen,takes_module,NUR3504,and_scored,C
Eric Rasmussen,takes_module,NUR1108C,and_scored,A
Eric Rasmussen,takes_module,MIH1102,and_scored,A
Eric Rasmussen,takes_module,NUR1124,and_scored,B-
Eric Rasmussen,takes_module,NUR4104B,and_scored,C+
Eric Rasmussen,takes_module,GEC1011,and_scored,D
Eric Rasmussen,takes_module,NUR3503,and_scored,B
Eric Rasmussen,takes_module,NUR2124,and_scored,F
Eric Rasmussen,takes_module,NUR2113,and_scored,B
Eric Rasmussen,takes_module,MIH3201,and_scored,A
Eric Rasmussen,takes_module,NUR1113A,and_scored,D
Eric Rasmussen,takes_module,NUR3117A,and_scored,C+
Eric Rasmussen,takes_module,NUR3507,and_scored,A-
Eric Rasmussen,takes_module,NUR2501,and_scored,B+
Eric Rasmussen,takes_module,MIH1101,and_scored,C
Eric Rasmussen,takes_module,HS2924,and_scored,B
Robin Ramos PhD,takes_module,LC1002B,and_scored,B+
Robin Ramos PhD,takes_module,LC1001F,and_scored,D
Robin Ramos PhD,takes_module,LC1025,and_scored,D
Robin Ramos PhD,takes_module,LC1002J,and_scored,D
Robin Ramos PhD,takes_module,LC1002C,and_scored,B-
Robin Ramos PhD,takes_module,LC1002A,and_scored,A
Robin Ramos PhD,takes_module,LC1004,and_scored,B-
Robin Ramos PhD,takes_module,LC1003,and_scored,C
Miss Amanda Palmer MD,takes_module,DMB1201MKT,and_scored,C
Miss Amanda Palmer MD,takes_module,BPM1702,and_scored,B+
Miss Amanda Palmer MD,takes_module,ACC1701A,and_scored,D
Miss Amanda Palmer MD,takes_module,DMB1203MKT,and_scored,B-
Miss Amanda Palmer MD,takes_module,GESS1018,and_scored,B+
Miss Amanda Palmer MD,takes_module,BSP1702X,and_scored,C+
Miss Amanda Palmer MD,takes_module,DMB1204ACC,and_scored,A-
Miss Amanda Palmer MD,takes_module,DMB1201MNO,and_scored,C+
Brittany Morgan,takes_module,LC1002G,and_scored,A-
Brittany Morgan,takes_module,LC1002D,and_scored,D
Brittany Morgan,takes_module,LC1004,and_scored,C
Brittany Morgan,takes_module,LC1001F,and_scored,F
Brittany Morgan,takes_module,LC2017,and_scored,B-
Brittany Morgan,takes_module,LC2009,and_scored,A+
Brittany Morgan,takes_module,LC2004,and_scored,B+
Brittany Morgan,takes_module,LC1002B,and_scored,B+
Brittany Morgan,takes_module,LC1001H,and_scored,B+
Brittany Morgan,takes_module,LC2010C,and_scored,D
Brittany Morgan,takes_module,LC2010B,and_scored,B
Brittany Morgan,takes_module,LC2006F,and_scored,A+
Brittany Morgan,takes_module,LC1001B,and_scored,A
Brittany Morgan,takes_module,LC1025,and_scored,F
Brittany Morgan,takes_module,LC2013,and_scored,A
Brittany Morgan,takes_module,LC2010A,and_scored,A
Brittany Morgan,takes_module,LC1001E,and_scored,C+
Brittany Morgan,takes_module,LC1002E,and_scored,A
Brittany Morgan,takes_module,LC2008H,and_scored,C+
Brittany Morgan,takes_module,LC1016,and_scored,B-
Brittany Morgan,takes_module,LC2006C,and_scored,A-
Brittany Morgan,takes_module,LC2007,and_scored,C+
Brittany Morgan,takes_module,LC1002I,and_scored,B+
Brittany Morgan,takes_module,LC1001C,and_scored,B
Jacob Gray,takes_module,ESE2101,and_scored,F
Jacob Gray,takes_module,PF2107,and_scored,D
Jacob Gray,takes_module,AR2227,and_scored,A
Jacob Gray,takes_module,ID2041,and_scored,D
Jacob Gray,takes_module,ESP2106,and_scored,F
Jacob Gray,takes_module,GEC1040,and_scored,D
Jacob Gray,takes_module,AR2225,and_scored,A+
Jacob Gray,takes_module,CN1101A,and_scored,F
Jacob Gray,takes_module,CE2407B,and_scored,C+
Jacob Gray,takes_module,IE2110,and_scored,A+
Jacob Gray,takes_module,GES1013,and_scored,B
Jacob Gray,takes_module,CE2003,and_scored,B-
Jacob Gray,takes_module,EG2620,and_scored,A
Jacob Gray,takes_module,IE2141,and_scored,D
Jacob Gray,takes_module,CDE2501,and_scored,B
Jacob Gray,takes_module,CE2134,and_scored,A+
Lawrence Rivera MD,takes_module,LL4357V,and_scored,B
Lawrence Rivera MD,takes_module,LC1016,and_scored,A
Lawrence Rivera MD,takes_module,LL4034V,and_scored,C
Lawrence Rivera MD,takes_module,LL4096V,and_scored,A+
Lawrence Rivera MD,takes_module,LC1002J,and_scored,F
Lawrence Rivera MD,takes_module,LL4094CV,and_scored,A-
Lawrence Rivera MD,takes_module,LL4030V,and_scored,D
Lawrence Rivera MD,takes_module,LL4309V,and_scored,B-
Lawrence Rivera MD,takes_module,LL4045V,and_scored,A+
Lawrence Rivera MD,takes_module,LC1001C,and_scored,A-
Lawrence Rivera MD,takes_module,LL4094V,and_scored,A+
Lawrence Rivera MD,takes_module,LL4150,and_scored,B
Lawrence Rivera MD,takes_module,LL4475V,and_scored,C
Lawrence Rivera MD,takes_module,LL4359Z,and_scored,A
Lawrence Rivera MD,takes_module,LL4031V,and_scored,B
Lawrence Rivera MD,takes_module,LL4322,and_scored,C+
Lawrence Rivera MD,takes_module,LL4433V,and_scored,A
Lawrence Rivera MD,takes_module,LL4190,and_scored,C+
Lawrence Rivera MD,takes_module,LL4305,and_scored,B+
Lawrence Rivera MD,takes_module,LL4277V,and_scored,A+
Lawrence Rivera MD,takes_module,LL4244V,and_scored,B-
Lawrence Rivera MD,takes_module,LL4518,and_scored,A
Lawrence Rivera MD,takes_module,LC1002C,and_scored,B-
Lawrence Rivera MD,takes_module,LL4491V,and_scored,A+
Lawrence Rivera MD,takes_module,LL4002,and_scored,B
Lawrence Rivera MD,takes_module,LL4482V,and_scored,C
Lawrence Rivera MD,takes_module,LL4021V,and_scored,C
Lawrence Rivera MD,takes_module,LC2012,and_scored,C
Lawrence Rivera MD,takes_module,LC2010C,and_scored,B-
Lawrence Rivera MD,takes_module,LL4099,and_scored,B+
Lawrence Rivera MD,takes_module,LL4029AV,and_scored,A-
Lawrence Rivera MD,takes_module,LC2006D,and_scored,C
Jessica Baker,takes_module,CS1010S,and_scored,B+
Jessica Baker,takes_module,DMC1401,and_scored,A
Jessica Baker,takes_module,CS1010R,and_scored,B-
Jessica Baker,takes_module,CP2106,and_scored,C
Jessica Baker,takes_module,CS2030,and_scored,A-
Jessica Baker,takes_module,IS2103,and_scored,B+
Jessica Baker,takes_module,CS2104,and_scored,A
Jessica Baker,takes_module,IT1244,and_scored,F
Jessica Baker,takes_module,CS2040S,and_scored,A-
Jessica Baker,takes_module,IS2238,and_scored,B-
Jessica Baker,takes_module,CS2107,and_scored,A+
Jessica Baker,takes_module,CP2107,and_scored,F
Jessica Baker,takes_module,IT2900,and_scored,D
Jessica Baker,takes_module,CS2103R,and_scored,C+
Jessica Baker,takes_module,CS2113,and_scored,B+
Jessica Baker,takes_module,IS1108,and_scored,A-
Peggy Benson,takes_module,NUR2113,and_scored,F
Peggy Benson,takes_module,NUR1202C,and_scored,A
Peggy Benson,takes_module,NUR1123,and_scored,B-
Peggy Benson,takes_module,MD1902,and_scored,C
Peggy Benson,takes_module,NUR2106B,and_scored,C+
Peggy Benson,takes_module,NUR2502,and_scored,A+
Peggy Benson,takes_module,NUR2503,and_scored,A+
Peggy Benson,takes_module,GEH1043,and_scored,D
Peggy Benson,takes_module,ALS1010,and_scored,B+
Peggy Benson,takes_module,NUR2107B,and_scored,C+
Peggy Benson,takes_module,NUR1108C,and_scored,F
Peggy Benson,takes_module,MIH2201,and_scored,B
Peggy Benson,takes_module,MIH1101,and_scored,A
Peggy Benson,takes_module,MIH2202,and_scored,A
Peggy Benson,takes_module,NUR2204C,and_scored,B
Peggy Benson,takes_module,NUR2500,and_scored,C+
David Anderson,takes_module,GEC1023,and_scored,C+
David Anderson,takes_module,MUA1154,and_scored,B
David Anderson,takes_module,MUA1188,and_scored,B+
David Anderson,takes_module,MUA1153,and_scored,B
David Anderson,takes_module,MUH1101,and_scored,B-
David Anderson,takes_module,MUA1161,and_scored,A
David Anderson,takes_module,MUA1172,and_scored,D
David Anderson,takes_module,MUA1190,and_scored,A+
Cody Smith,takes_module,FST2313,and_scored,A-
Cody Smith,takes_module,PHS2310,and_scored,B-
Cody Smith,takes_module,UTOS2201P,and_scored,D
Cody Smith,takes_module,ENV2103,and_scored,B+
Cody Smith,takes_module,LSM3312,and_scored,D
Cody Smith,takes_module,MA1301X,and_scored,A
Cody Smith,takes_module,HSI1000,and_scored,A
Cody Smith,takes_module,UTOS2001B,and_scored,C+
Cody Smith,takes_module,ENV2102,and_scored,B-
Cody Smith,takes_module,MA2002,and_scored,F
Cody Smith,takes_module,LSM3288,and_scored,A+
Cody Smith,takes_module,DMS1401CM,and_scored,A
Cody Smith,takes_module,MA2213,and_scored,A-
Cody Smith,takes_module,MA2311,and_scored,B-
Cody Smith,takes_module,MA1513,and_scored,D
Cody Smith,takes_module,ZB3310,and_scored,F
Cody Smith,takes_module,FSC2101,and_scored,A-
Cody Smith,takes_module,QF3101,and_scored,B-
Cody Smith,takes_module,PR1152,and_scored,A
Cody Smith,takes_module,MA3264,and_scored,A
Cody Smith,takes_module,PR1153,and_scored,A+
Cody Smith,takes_module,HS2904,and_scored,A-
Cody Smith,takes_module,CM3288R,and_scored,B+
Cody Smith,takes_module,GEH1018,and_scored,B+
Valerie Brown,takes_module,DMB1202MNO,and_scored,D
Valerie Brown,takes_module,BSN3713,and_scored,A
Valerie Brown,takes_module,BSN3702,and_scored,B+
Valerie Brown,takes_module,BLD3002,and_scored,F
Valerie Brown,takes_module,GESS1036,and_scored,B+
Valerie Brown,takes_module,RE2708,and_scored,C+
Valerie Brown,takes_module,RE3000,and_scored,A+
Valerie Brown,takes_module,BI3003D,and_scored,A-
Valerie Brown,takes_module,MNO1706A,and_scored,B+
Valerie Brown,takes_module,RE2705,and_scored,B-
Valerie Brown,takes_module,MNO1706B,and_scored,A
Valerie Brown,takes_module,DAO1704,and_scored,B-
Valerie Brown,takes_module,ACC1701B,and_scored,F
Valerie Brown,takes_module,MKT3752,and_scored,B+
Valerie Brown,takes_module,MKT3751,and_scored,B+
Valerie Brown,takes_module,BI3704C,and_scored,B-
Valerie Brown,takes_module,BWS3806,and_scored,B-
Valerie Brown,takes_module,BLD3004,and_scored,C+
Valerie Brown,takes_module,FIN3139,and_scored,C
Valerie Brown,takes_module,DOS3751,and_scored,A+
Valerie Brown,takes_module,BI3003A,and_scored,B+
Valerie Brown,takes_module,RE1901,and_scored,B+
Valerie Brown,takes_module,DBA3751,and_scored,F
Valerie Brown,takes_module,RE2704,and_scored,B+
Elizabeth Palmer,takes_module,GESS1036,and_scored,D
Elizabeth Palmer,takes_module,DMB1202DO,and_scored,B-
Elizabeth Palmer,takes_module,DMB1202ACC,and_scored,D
Elizabeth Palmer,takes_module,RE2706,and_scored,F
Elizabeth Palmer,takes_module,RE1901,and_scored,A-
Elizabeth Palmer,takes_module,ACC1701D,and_scored,C
Elizabeth Palmer,takes_module,MKT1705A,and_scored,D
Elizabeth Palmer,takes_module,DMB1204BSP,and_scored,A-
Elizabeth Palmer,takes_module,DMB1201DAO,and_scored,C+
Elizabeth Palmer,takes_module,MNO2706,and_scored,B+
Elizabeth Palmer,takes_module,RE2704,and_scored,C+
Elizabeth Palmer,takes_module,DMB1203DO,and_scored,F
Elizabeth Palmer,takes_module,BSP1703,and_scored,A
Elizabeth Palmer,takes_module,DMB1202MNO,and_scored,B+
Elizabeth Palmer,takes_module,DMB1204FIN,and_scored,A+
Elizabeth Palmer,takes_module,RE1706,and_scored,F
Darrell Maldonado,takes_module,MUA2203,and_scored,B
Darrell Maldonado,takes_module,MUA3169,and_scored,B+
Darrell Maldonado,takes_module,MUA3181,and_scored,D
Darrell Maldonado,takes_module,MUA3194,and_scored,B+
Darrell Maldonado,takes_module,GEX1022,and_scored,D
Darrell Maldonado,takes_module,MUL2107,and_scored,B
Darrell Maldonado,takes_module,MUA3228,and_scored,A-
Darrell Maldonado,takes_module,MUA1111,and_scored,B
Darrell Maldonado,takes_module,MUL2109,and_scored,C
Darrell Maldonado,takes_module,MUA1196,and_scored,D
Darrell Maldonado,takes_module,CFA1101B,and_scored,C
Darrell Maldonado,takes_module,MUT1102,and_scored,B-
Darrell Maldonado,takes_module,MUA2256,and_scored,B+
Darrell Maldonado,takes_module,MUH3203,and_scored,B-
Darrell Maldonado,takes_module,MUA4113,and_scored,B
Darrell Maldonado,takes_module,MUT3216,and_scored,A-
Darrell Maldonado,takes_module,MUA1188,and_scored,C
Darrell Maldonado,takes_module,CFA1101A,and_scored,B
Darrell Maldonado,takes_module,MUL2110,and_scored,A-
Darrell Maldonado,takes_module,MUA3153,and_scored,B+
Darrell Maldonado,takes_module,MUA1116,and_scored,B+
Darrell Maldonado,takes_module,MUA1161,and_scored,B-
Darrell Maldonado,takes_module,MUA2153,and_scored,F
Darrell Maldonado,takes_module,MUA1112,and_scored,C+
Darrell Maldonado,takes_module,MUA2157,and_scored,A-
Darrell Maldonado,takes_module,MUA3113,and_scored,F
Darrell Maldonado,takes_module,MUA1240,and_scored,B+
Darrell Maldonado,takes_module,MUA3260,and_scored,D
Darrell Maldonado,takes_module,MUA3205,and_scored,A-
Darrell Maldonado,takes_module,MUA1101,and_scored,A+
Darrell Maldonado,takes_module,MUA4172,and_scored,A+
Darrell Maldonado,takes_module,MUA3196,and_scored,C+
Lauren Mathews,takes_module,GEH1043,and_scored,F
Lauren Mathews,takes_module,NUR1202C,and_scored,A-
Lauren Mathews,takes_module,NUR1114A,and_scored,B-
Lauren Mathews,takes_module,GEC1011,and_scored,A
Lauren Mathews,takes_module,NUR1113A,and_scored,A-
Lauren Mathews,takes_module,NUR1108C,and_scored,A+
Lauren Mathews,takes_module,NUR1124,and_scored,A
Lauren Mathews,takes_module,MIH1102,and_scored,B-
Donna Bowman,takes_module,GEC1011,and_scored,A-
Donna Bowman,takes_module,NUR1114A,and_scored,F
Donna Bowman,takes_module,NUR1107B,and_scored,C+
Donna Bowman,takes_module,MIH1101,and_scored,B+
Donna Bowman,takes_module,NUR1125,and_scored,A-
Donna Bowman,takes_module,NUR1123,and_scored,B-
Donna Bowman,takes_module,NUR1124,and_scored,A+
Donna Bowman,takes_module,NUR1113A,and_scored,C+
Lisa Cooper,takes_module,MUA1172,and_scored,A
Lisa Cooper,takes_module,MUA1170,and_scored,C
Lisa Cooper,takes_module,MUA3213,and_scored,F
Lisa Cooper,takes_module,MUA1153,and_scored,C
Lisa Cooper,takes_module,MUA3221,and_scored,A-
Lisa Cooper,takes_module,MUA3117,and_scored,A
Lisa Cooper,takes_module,MUA2256,and_scored,A-
Lisa Cooper,takes_module,MUA2172,and_scored,A+
Lisa Cooper,takes_module,MUA1188,and_scored,B-
Lisa Cooper,takes_module,MUA3228,and_scored,A-
Lisa Cooper,takes_module,MUA1223,and_scored,A-
Lisa Cooper,takes_module,MUT3216,and_scored,C+
Lisa Cooper,takes_module,MUA4215,and_scored,A+
Lisa Cooper,takes_module,MUT3113,and_scored,B+
Lisa Cooper,takes_module,MUT1201,and_scored,A
Lisa Cooper,takes_module,GESS1015,and_scored,A
Lisa Cooper,takes_module,MUT3224,and_scored,C
Lisa Cooper,takes_module,MUA1107,and_scored,B+
Lisa Cooper,takes_module,MUA1101,and_scored,C+
Lisa Cooper,takes_module,CFA1101B,and_scored,A-
Lisa Cooper,takes_module,GET1047,and_scored,D
Lisa Cooper,takes_module,GET1019,and_scored,C
Lisa Cooper,takes_module,MUA1161,and_scored,B-
Lisa Cooper,takes_module,MUT1101,and_scored,B-
Lisa Cooper,takes_module,MUA1196,and_scored,B+
Lisa Cooper,takes_module,MUT4201,and_scored,A-
Lisa Cooper,takes_module,MUA1189,and_scored,A
Lisa Cooper,takes_module,MUH3205,and_scored,A+
Lisa Cooper,takes_module,MUA3219,and_scored,B+
Lisa Cooper,takes_module,MUT3222,and_scored,C
Lisa Cooper,takes_module,MUL2107,and_scored,A-
Lisa Cooper,takes_module,MUT1102,and_scored,B-
Kathryn Brooks,takes_module,LL4277V,and_scored,B
Kathryn Brooks,takes_module,LL4054,and_scored,C
Kathryn Brooks,takes_module,LC1016,and_scored,A
Kathryn Brooks,takes_module,LL4034V,and_scored,B-
Kathryn Brooks,takes_module,LL4007,and_scored,A+
Kathryn Brooks,takes_module,LL4452V,and_scored,C
Kathryn Brooks,takes_module,LL4094DV,and_scored,A
Kathryn Brooks,takes_module,LL4327V,and_scored,B
Kathryn Brooks,takes_module,LL4031V,and_scored,F
Kathryn Brooks,takes_module,LC1001D,and_scored,B
Kathryn Brooks,takes_module,LC1002A,and_scored,C+
Kathryn Brooks,takes_module,LL4063V,and_scored,A-
Kathryn Brooks,takes_module,LL4342V,and_scored,B
Kathryn Brooks,takes_module,LL4094CV,and_scored,C+
Kathryn Brooks,takes_module,LL4012,and_scored,C+
Kathryn Brooks,takes_module,LL4516,and_scored,F
Kathryn Brooks,takes_module,LL4525,and_scored,C+
Kathryn Brooks,takes_module,LL4503,and_scored,A-
Kathryn Brooks,takes_module,LL4004V,and_scored,C+
Kathryn Brooks,takes_module,LL4527V,and_scored,C
Kathryn Brooks,takes_module,LL4320,and_scored,C
Kathryn Brooks,takes_module,LC2006D,and_scored,B+
Kathryn Brooks,takes_module,LL4029BV,and_scored,A+
Kathryn Brooks,takes_module,LL4021V,and_scored,C+
Kathryn Brooks,takes_module,LC2010H,and_scored,B
Kathryn Brooks,takes_module,LC1002F,and_scored,D
Kathryn Brooks,takes_module,LL4522V,and_scored,B-
Kathryn Brooks,takes_module,LC2010A,and_scored,F
Kathryn Brooks,takes_module,LC1002C,and_scored,A-
Kathryn Brooks,takes_module,LL4276V,and_scored,F
Kathryn Brooks,takes_module,LL4089V,and_scored,D
Kathryn Brooks,takes_module,LL4208V,and_scored,F
Chris Glover,takes_module,MNO1706X,and_scored,B
Chris Glover,takes_module,DMB1204DO,and_scored,C
Chris Glover,takes_module,GESS1019,and_scored,A
Chris Glover,takes_module,MKT1705D,and_scored,B+
Chris Glover,takes_module,GESS1036,and_scored,C+
Chris Glover,takes_module,DMB1203ACC,and_scored,D
Chris Glover,takes_module,DMB1201FIN,and_scored,A+
Chris Glover,takes_module,DMB1203DAO,and_scored,C
Chris Glover,takes_module,GESS1018,and_scored,C
Chris Glover,takes_module,DMB1204FIN,and_scored,C+
Chris Glover,takes_module,MNO1706C,and_scored,B+
Chris Glover,takes_module,DAO1704X,and_scored,B+
Chris Glover,takes_module,ACC1701C,and_scored,B-
Chris Glover,takes_module,ACC1701X,and_scored,C
Chris Glover,takes_module,RE2705,and_scored,A
Chris Glover,takes_module,DAO2703,and_scored,F
Michael Frank,takes_module,GEN2007,and_scored,C+
Michael Frank,takes_module,GET1050,and_scored,F
Michael Frank,takes_module,GEX1004,and_scored,B-
Michael Frank,takes_module,ASP1201CH,and_scored,A-
Michael Frank,takes_module,SC2216,and_scored,C+
Michael Frank,takes_module,UTOA2201PL,and_scored,B-
Michael Frank,takes_module,UTOA2001HY,and_scored,A+
Michael Frank,takes_module,GESS1020,and_scored,C
Michael Frank,takes_module,SE2213,and_scored,A
Michael Frank,takes_module,HS2911,and_scored,B+
Michael Frank,takes_module,SC2209,and_scored,D
Michael Frank,takes_module,SN2278,and_scored,C+
Michael Frank,takes_module,GES1030,and_scored,C+
Michael Frank,takes_module,GEH1024,and_scored,F
Michael Frank,takes_module,GES1041,and_scored,B
Michael Frank,takes_module,GEH1062,and_scored,C
Claudia Foster,takes_module,CP1008,and_scored,B
Claudia Foster,takes_module,DMC1401,and_scored,A-
Claudia Foster,takes_module,CS1010S,and_scored,C
Claudia Foster,takes_module,BT2102,and_scored,C+
Claudia Foster,takes_module,CS2040C,and_scored,B-
Claudia Foster,takes_module,IT2002,and_scored,C
Claudia Foster,takes_module,CS3233,and_scored,A-
Claudia Foster,takes_module,CP3209R,and_scored,A+
Claudia Foster,takes_module,CP3108A,and_scored,B+
Claudia Foster,takes_module,CP3106,and_scored,F
Claudia Foster,takes_module,DMC1401CS,and_scored,C
Claudia Foster,takes_module,CS2220,and_scored,C
Claudia Foster,takes_module,IS2218,and_scored,C
Claudia Foster,takes_module,DMC1401IS,and_scored,A-
Claudia Foster,takes_module,CS3231,and_scored,C+
Claudia Foster,takes_module,IS3107,and_scored,C+
Claudia Foster,takes_module,BT3103,and_scored,A-
Claudia Foster,takes_module,IT1244,and_scored,B+
Claudia Foster,takes_module,CS2100,and_scored,A+
Claudia Foster,takes_module,CS3245,and_scored,B+
Claudia Foster,takes_module,CS2103,and_scored,A+
Claudia Foster,takes_module,CS3243,and_scored,B
Claudia Foster,takes_module,GEI1000,and_scored,B+
Claudia Foster,takes_module,CS3219,and_scored,C
Jason Foley,takes_module,LC1003,and_scored,B-
